¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(381.90, 6.97, 355.00) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.62087
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18416
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8375
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.23504
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.06755
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.99676
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.97198
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.9876
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.07136
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.2392
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.81469
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.46026
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.31447
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.30149
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.29073
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.37302
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.48867
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714059
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010851
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336589
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695645
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093313
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074896
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586397
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16106
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81129
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.26559
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.09728
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.01797
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.99316
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.00292
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.08695
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.2416
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.75124
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.40022
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.25464
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.24172
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.23102
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.30981
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.42413
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704563
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000443
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32514
—(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682992
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079258
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056556
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565835
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13792
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78502
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.29893
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.12973
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.04141
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.01656
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.02019
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.10452
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.24549
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.69214
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.3432
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.19761
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.18475
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.17409
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.24938
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.36244
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694977
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989943
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313589
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670228
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065084
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038122
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545215
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11468
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75859
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.33509
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.16493
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.0671
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.0422
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.03942
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.12409
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.25087
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.6373
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.37181
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.16431
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.22771
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.21606
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.13464
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.41806
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685309
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979352
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301941
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657357
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050796
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480353
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524527
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09133
š(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73213
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.40945
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.20292
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.09507
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.07012
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.06063
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.14568
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.25774
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.9972
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.9878
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.10631
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.17106
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.15945
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 12.08204
(381.41, 6.93, 354.84) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 11.92904
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675558
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968671
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290194
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644382
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036393
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.462911
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503747
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06794
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70555
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4318
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.24376
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.12534
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.10033
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.08382
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.16928
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.26612
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.00263
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.68872
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.52209
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.48366
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.47206
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.58916
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 13.87294
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665727
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957905
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278357
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63131
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021664
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445413
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915931
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0445
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67898
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40137
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.28749
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.15794
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.13288
“(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.11008
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.19495
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.28441
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.01038
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.27919
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.42366
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.50508
(381.41, 6.93, 354.84) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 14.4926
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.7173
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.96279
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655819
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947058
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266431
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618142
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006821
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427862
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896298
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02098
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6523
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37087
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.33417
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.19292
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.16778
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.14493
(381.41, 6.93, 354.84) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.22268
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.91687
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.02045
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.37299
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.72633
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.61679
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.60421
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.68994
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.92383
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64584
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936131
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254422
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604881
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991885
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410266
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.876616
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399658
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62557
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34035
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16074
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11188
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.03769
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.92115
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.89628
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.92906
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.03286
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.36997
ı(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.70815
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.59576
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.58319
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.66543
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.8876
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635788
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925129
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24233
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591532
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976088
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392626
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856892
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377461
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59883
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30979
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12549
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07077
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.06791
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.94221
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.9173
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.94355
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.0476
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.36886
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.69308
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.57762
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.56506
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.64373
(381.41, 6.93, 354.84) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.85409
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625668
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914052
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230158
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578101
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960186
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374949
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837131
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35523
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939923
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27916
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09022
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02966
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.1012
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.96585
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.94091
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 12.96035
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.06471
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.36965
(381.41, 6.93, 354.84) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.72146
(381.41, 6.93, 354.84) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.89948
(381.41, 6.93, 354.84) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 24.72736
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615482
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902906
Ù(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217913
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56454
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944248
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357235
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817333
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332966
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914706
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24856
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05491
(381.41, 6.93, 354.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98861
(381.41, 6.93, 354.84) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 13.13761
