¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(386.89, 7.11, 357.79) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.70651
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719555
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91486
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125201
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352374
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598396
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865619
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156833
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475356
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825187
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211025
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115148
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649282
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25204
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93736
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74883
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73475
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80507
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08948
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62991
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4791
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89828
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00909
„(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709951
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904557
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114105
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340377
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585356
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851456
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14137
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458464
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806589
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190466
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615871
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089724
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620709
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21969
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9005
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70566
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6839
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73939
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01945
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54477
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35485
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74978
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83161
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700493
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894391
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103196
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328557
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572589
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837554
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126235
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441874
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78837
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170371
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593529
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064817
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592721
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18804
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86439
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66325
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63406
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67526
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95109
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44382
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23533
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60544
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6593
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691254
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884473
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092475
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317009
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56007
‚(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823946
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111388
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425617
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77048
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150647
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040378
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565315
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15704
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82909
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62168
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5852
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61263
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88009
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28915
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12459
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46513
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.492
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681939
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874706
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081954
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547772
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810587
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096803
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409693
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752997
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131309
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550203
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016479
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538456
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12671
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79453
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5809
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5372
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55147
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80367
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13918
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01678
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32874
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3296
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671814
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865098
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071656
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294542
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535686
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797491
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08257
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394085
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735858
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112408
‚(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529212
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993084
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512222
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09707
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76077
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54094
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48424
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49183
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72906
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9937
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91187
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1962
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17197
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661836
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85574
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061541
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283617
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523878
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784658
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068584
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378809
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71905
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093864
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508672
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97016
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486524
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06805
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72777
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50178
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43239
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43357
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65606
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85263
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71125
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69784
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.019
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652005
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846494
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051644
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272941
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512311
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772085
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05486
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363798
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702598
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075745
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488577
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947756
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461402
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03969
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69548
†(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46336
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38161
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37673
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58477
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71585
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24747
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33836
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87056
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642323
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836075
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041953
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262453
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500989
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759789
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041467
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349148
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686512
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057983
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468912
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925863
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436874
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01198
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66399
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42575
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33194
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32137
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51504
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6352
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80676
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14158
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72656
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632835
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825877
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032458
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252198
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489902
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74774
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028382
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334828
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67079
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040645
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449712
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904442
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412867
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984943
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6332
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38889
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28335
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26733
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44702
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59208
†(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95115
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58689
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623506
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815837
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023042
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242205
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479047
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735974
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015539
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320811
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655418
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023692
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430941
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88353
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389452
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958527
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60317
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35147
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2358
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2147
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38713
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55134
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40347
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76688
