¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(346.11, 8.35, 311.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47779
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93168
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96334
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31437
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680528
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079818
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511975
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.9799
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.492837
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05594
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60231
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14044
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83886
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55486
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34464
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15441
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03525
ê(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92625
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88621
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8913
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84811
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88587
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9134
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25309
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669625
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067693
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496748
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962911
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47377
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03314
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57843
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11397
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81649
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52963
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31593
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12203
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00039
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88806
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84615
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84607
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80249
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84258
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86678
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20209
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65838
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055191
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.481222
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945631
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454382
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01008
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55477
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09025
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79425
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50454
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28768
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09016
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96644
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85111
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8075
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80244
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75901
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80178
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82288
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15492
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6468
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042315
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465399
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928072
ê(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434688
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986773
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53135
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06985
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77213
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4796
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25987
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05882
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93341
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81513
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77024
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7604
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71764
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76346
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78169
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.11014
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634883
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029073
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449286
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910236
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414689
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963235
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50816
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04933
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75013
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4548
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23252
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0279
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90127
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78011
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73435
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71992
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67836
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7276
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74319
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06771
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98428
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622644
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015469
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432892
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892135
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394394
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939466
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4852
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02868
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72826
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42968
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20562
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9974
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87004
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74605
î(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69984
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68099
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64115
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69417
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.70734
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02763
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86849
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610083
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.001511
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416224
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873774
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.373814
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915483
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46249
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00791
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70652
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40454
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17724
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96743
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83971
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71294
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66668
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64361
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60599
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66282
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.67414
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.98988
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.75463
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59721
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987208
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399288
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855161
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352956
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89129
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44001
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98702
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68375
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3796
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14902
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93799
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81026
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68077
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63488
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60777
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57288
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62866
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64356
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95444
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64273
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584026
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972566
ë(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382092
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835973
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331829
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866897
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41778
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96601
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65992
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35488
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12105
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90908
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78171
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64955
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60442
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57345
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5418
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59666
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.61559
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9213
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.53275
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570537
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957588
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364638
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816492
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310438
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842308
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39579
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94491
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63598
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33037
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09332
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8807
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75404
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61927
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5753
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54065
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51273
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5668
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59021
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89045
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.42467
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556753
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942284
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346937
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796742
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288796
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817535
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37405
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9237
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61193
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30608
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06585
ê(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85285
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72465
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58992
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5475
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50935
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48779
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53907
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5674
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86186
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.31846
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542678
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926198
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328998
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776728
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266876
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79259
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35256
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9024
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58778
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28201
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03864
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82554
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6937
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5615
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52103
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47954
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46489
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51345
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.54716
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83553
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21411
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528319
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909817
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310823
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75646
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244478
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767481
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33132
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88102
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56354
(346.24, 8.37, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25816
