¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 15.8415
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.766719
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.841307
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.916631
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995331
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.077624
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.163655
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253714
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348046
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446887
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554893
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669086
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789275
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915822
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049198
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189984
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338788
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518872
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730541
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174273
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564009
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000158
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90836
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22299
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61525
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28252
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2307
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.678059
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758133
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829885
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904835
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.98308
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064903
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150482
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240022
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333792
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432061
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538392
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65188
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771226
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896941
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029447
…(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16927
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316984
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473242
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670255
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034724
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408911
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826785
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86666
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21478
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58276
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30101
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24764
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.674743
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.747695
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.819063
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.893612
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971482
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05285
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137982
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227034
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320303
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418011
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522713
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635476
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754107
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879028
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010648
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149547
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296294
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451462
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615824
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901455
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261071
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661791
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111027
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17778
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55351
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32291
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2685
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.669745
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.737822
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808863
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883042
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960509
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041479
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.126161
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214743
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30753
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40474
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507805
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619943
„(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737885
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862038
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992877
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13088
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276658
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43085
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594139
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770983
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120022
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504754
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935119
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13004
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54009
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34826
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29315
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660729
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.728505
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.799229
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.873056
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.950136
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03075
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114993
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203183
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295509
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39224
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493742
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605243
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722488
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845934
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976017
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113213
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258111
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411335
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573584
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743083
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985286
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355138
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767926
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08557
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53731
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37712
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32166
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652267
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719757
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.790162
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863654
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94043
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.020657
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.104536
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19232
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284215
ˆ(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380469
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481402
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591346
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707977
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830764
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960112
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096527
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240616
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392929
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554218
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707947
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853435
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212437
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608821
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052999
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53766
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4078
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35414
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.644326
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.711523
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.781658
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.854871
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931312
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011186
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094752
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.182117
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273623
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369473
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469941
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578281
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694323
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816468
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945133
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080845
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224173
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37562
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536001
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674314
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790256
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074572
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457317
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883412
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54109
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38129
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.636952
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.703871
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.773736
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846647
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922824
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002387
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.085586
†(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172614
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263753
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359201
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459269
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565986
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681486
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803031
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931113
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066133
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208702
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359425
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518886
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642138
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756912
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939232
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312885
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722111
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181481
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35825
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.630044
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.696773
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.766375
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.839031
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914907
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.994192
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.077106
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.163809
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25459
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349682
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449351
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554492
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669492
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790512
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91797
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052367
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194239
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344239
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502769
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61143
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725133
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844157
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16939
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568553
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009259
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33862
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.623695
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690183
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759571
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831989
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907604
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986645
ÿ(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069242
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155663
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.24613
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340893
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44017
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54434
(332.48, 7.20, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658324
