¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(338.26, 7.42, 335.34) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 7.878199
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896215
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204409
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525753
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843309
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195193
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581873
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008691
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515502
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18764
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73659
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3838
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78169
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67326
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.10576
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.08205
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.06116
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.04306
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.02774
(338.26, 7.42, 335.34) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.01518
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695061
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89831
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117795
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355534
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613862
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895447
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203545
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524121
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84583
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197917
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584868
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012019
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528316
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13291
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67569
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28482
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55416
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13561
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96833
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80464
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.14801
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.12391
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.1032
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.08588
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.07191
²(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694644
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897861
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117293
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355001
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613257
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894824
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202892
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524185
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848684
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201102
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588338
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015849
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541363
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07948
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6163
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.406372
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.386142
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.367635
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.350836
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.67003
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.6498
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.63209
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.61689
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.10757
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.01166
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694349
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897517
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116942
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354602
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612861
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894379
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202387
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52134
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847153
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204106
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592283
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020198
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549026
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.371313
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.347843
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.326121
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.306128
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.287841
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.271246
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.256321
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.243055
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.61595
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.60078
(338.26, 7.42, 335.34) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.10318
(338.26, 7.42, 335.34) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 16.95513
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69414
¼(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897297
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116678
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354354
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612587
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894056
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202029
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518849
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844396
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201102
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593518
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025022
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503014
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.293681
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.270469
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.248989
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.229221
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.211146
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.194744
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.179998
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.166894
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.831727
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.821054
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.812121
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.900792
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.895259
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.891466
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.889407
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694052
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897181
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116585
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354221
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612423
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893916
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201859
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51666
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842008
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198472
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590652
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02409
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.243775
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.219071
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.196107
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.174861
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.15531
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.137437
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.12122
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.106645
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.093697
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.082363
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.742075
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.733265
¾(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.821182
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.815741
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.812022
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.810024
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694051
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897165
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116584
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354214
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612411
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893902
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201871
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514822
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840015
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196248
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588216
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018396
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.171825
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.147374
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.124649
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.103626
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.084284
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.066602
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.050563
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.036152
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.023355
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.012156
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.396797
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.393914
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.907876
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.902349
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.898564
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.896517
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694148
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897291
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116702
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354352
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612552
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894042
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202021
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513287
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838321
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194428
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5862
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968007
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.102697
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.078491
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.055995
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.035185
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.016042
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.998544
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.982677
¿(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.968421
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.955767
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.965073
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.291407
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.283155
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.116502
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.110734
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.106749
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.104543
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694369
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897521
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116911
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354627
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612832
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894342
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202353
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512074
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837024
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193019
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584611
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919055
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.036294
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.01232
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.990042
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.969437
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.950484
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.933163
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.917459
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.903354
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.890835
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.088078
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.184106
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.176015
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.659093
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.653864
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.326773
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.324392
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694659
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897852
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117301
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354986
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613273
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894829
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202878
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511228
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836088
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191982
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576798
(338.26, 7.42, 335.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871461
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.049008
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.948771
Á(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.926702
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.906292
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.887523
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.870372
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.854824
(338.26, 7.42, 335.34) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.840862
