¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š (426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.193555
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.83462
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.807458
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.781672
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.757229
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.734107
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.712277
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.69172
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.672412
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.654332
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.637463
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.621787
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.607288
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.593953
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.581765
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.570714
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.560788
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.774024
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.420395
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42868
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12844
(425.92, 14.75, 247.79) (386.90, 7.89, 247.55) (0.81, 2.16, 0.81) Human 24.02159
(425.92, 14.75, 247.79) (386.90, 7.89, 247.55) (0.81, 2.16, 0.81) Human 23.99209
(425.92, 14.75, 247.79) (386.90, 7.89, 247.55) (0.81, 2.16, 0.81) Human 23.96734
(425.92, 14.75, 247.79) (386.90, 7.89, 247.55) (0.81, 2.16, 0.81) Human 23.94743
(425.92, 14.75, 247.79) (386.90, 7.89, 247.55) (0.81, 2.16, 0.81) Human 23.93755
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.752154
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.725351
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.699904
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.675784
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.652965
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.631421
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.611132
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.592073
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.574227
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.557574
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.542099
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.527782
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.514614
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.502577
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.491661
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.481855
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.791925
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.442574
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.2595
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84044
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.792526
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.759857
 (425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.728663
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.698913
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.670568
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.643599
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.617976
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.59367
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.570654
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.548905
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.528397
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.509112
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.491027
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.474124
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.458386
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.443797
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.810038
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.465029
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.38234
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.368151
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 19.27989
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.92775
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.92536
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.96103
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 19.00056
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 19.04532
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 19.16223
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.877708
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.844501
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.812792
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.782546
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.75373
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.726311
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.700257
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.675542
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.652136
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.630016
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.609159
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.589539
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.571139
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.55394
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.537923
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.52307
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.828357
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.487758
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.366817
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.352659
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.194164
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.86599
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.61151
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.61435
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.64258
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.67454
 (425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.71026
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.75006
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.966635
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.932861
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.900612
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.869849
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.84054
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.812648
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.786144
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.760998
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.737184
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.714676
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.693448
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.673481
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.654751
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.63724
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.620929
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.605803
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.846884
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.510761
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.35298
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.338852
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.200222
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.47582
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.31079
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.31726
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.34451
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.37543
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.41005
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.45386
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.059513
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.025147
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.992332
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.961027
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.931198
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.902812
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.875836
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.85024
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.825997
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.803082
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.781467
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.761133
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.742057
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.72422
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.707601
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.692186
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.865618
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.534038
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.340816
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.326714
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.206832
  (425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.10555
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.02308
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.03296
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.05928
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.08921
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.12279
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 18.17559
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.156568
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.121583
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.088172
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.056299
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.025927
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.997021
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.969549
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.943481
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918789
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.895446
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.873426
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.852708
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.833267
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.815086
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.798144
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.782426
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.884557
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.557588
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.330314
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.316235
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.213995
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.82301
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.75378
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.76073
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.78619
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.8152
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.85282
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.91565
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246171
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.222406
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.188372
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.155902
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.124959
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.095508
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.067516
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.040953
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.015789
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.991996
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.969551
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.948427
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.928606
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.910064
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.892781
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.876744
˜ (425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.903701
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.581411
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.321465
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.307404
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.221715
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.62485
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.5853
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.58525
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.6056
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.63212
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.66862
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.73853
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241644
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.32788
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.293192
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.260095
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.228553
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.19853
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.169991
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.142907
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.117245
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.092982
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.070088
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.04854
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.028315
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.009393
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.991755
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.975381
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.960255
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.605505
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.314257
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.300212
(425.92, 14.75, 247.79) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.229988
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.64858
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.6326
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.63238
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.64529
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.66166
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.68151
(425.92, 14.75, 247.79) (389.24, 8.75, 252.65) (7.83, 2.86, 7.22) Truck 17.70945
(425.92, 14.75, 247.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237103
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.438291
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.402915
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.36916
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.336987
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.306362
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.277248
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.249617
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.223434
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.198673
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.175307
š (425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.153313
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.132665
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.113344
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.095328
(425.92, 14.75, 247.79) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.078601
