¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.38267
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819219
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212169
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64852
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135721
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684187
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32941
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06905
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91978
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83871
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85117
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95603
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96324
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1286
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.93227
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.83965
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.81794
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.80171
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.9896
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.43565
(404.75, 14.29, 245.78) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 21.97368
(404.75, 14.29, 245.78) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 21.99065
Ş(404.75, 14.29, 245.78) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.28957
(404.75, 14.29, 245.78) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.34347
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572949
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843416
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13853
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461809
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817329
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210099
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646221
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133094
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680154
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32298
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06163
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91531
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83006
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80987
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98436
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97225
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07863
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.15982
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.99229
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.94665
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.00453
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.19036
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.63631
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.97723
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.97368
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.97403
(404.75, 14.29, 245.78) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.57953
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571593
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841958
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136965
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460063
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815394
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207963
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643839
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130452
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677155
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31639
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05405
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90784
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82147
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76726
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01324
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98235
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07872
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.39703
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.01764
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.99566
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.97741
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.39895
Û(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.84464
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.08281
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.10662
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.98814
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.64281
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570216
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840452
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135334
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458279
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813419
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205795
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641398
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127748
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674076
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30965
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0463
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89882
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78242
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72332
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04267
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99361
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13468
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.91817
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.10611
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.13404
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.02461
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.71014
(404.75, 14.29, 245.78) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 20.061
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.32096
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.34647
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.22514
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.83046
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.32994
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568846
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838951
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133676
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456456
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811426
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203564
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638946
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12496
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670974
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30276
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03835
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88959
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74065
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67816
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05756
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00602
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19209
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.12048
Ş(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.32596
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.37177
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.26743
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.9692
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.34702
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.56886
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.59619
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 20.47188
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.01541
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.43769
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5674
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837403
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131967
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454578
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80935
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201303
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636402
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122152
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667791
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29573
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03026
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88018
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69945
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6317
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06952
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95063
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25095
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.33045
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.55451
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.61938
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 19.52054
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.07431
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.17421
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 18.7213
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 18.71785
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 18.76568
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.00246
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.81898
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565972
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83581
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130236
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452688
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80729
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198977
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633813
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11923
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664536
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28855
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02202
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87055
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65886
ê(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58409
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08249
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.13373
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.77486
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.63222
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.60172
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.66026
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.87077
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 17.93643
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.38899
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 18.94694
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 18.92238
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.01053
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.25691
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564476
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834202
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128444
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450751
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805147
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196598
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631172
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116311
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661183
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28123
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01357
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86074
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61887
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5353
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08302
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.60798
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.31307
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.21243
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.20399
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.27427
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.47335
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.83919
(404.75, 14.29, 245.78) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 18.61217
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.99172
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.98816
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.98829
(404.75, 14.29, 245.78) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 19.52221
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562968
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832517
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12665
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44876
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802953
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194187
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628487
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113293
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657797
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27377
í(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00498
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85075
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57948
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4854
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.69719
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.16037
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.91304
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.81879
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.82987
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.91047
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.09908
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.45887
(404.75, 14.29, 245.78) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.25189
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 19.03972
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 19.07836
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.97774
(404.75, 14.29, 245.78) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.72239
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561411
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830867
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124849
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446754
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800732
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191735
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62574
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110218
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654369
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26973
(404.75, 14.29, 245.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99624
