¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.1121
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07271
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26536
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01683
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77413
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94071
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6778
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768555
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042919
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341997
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669136
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028423
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424765
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864096
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353666
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922485
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58436
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16849
¸(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75933
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41462
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13341
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04935
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96482
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71072
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8617
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57668
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766939
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04115
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340066
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667013
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026098
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422188
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861226
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350473
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926844
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58932
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21791
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81429
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46991
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19546
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83767
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91332
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64797
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78361
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47685
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765299
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039381
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338132
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664878
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023748
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4196
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858348
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347788
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931008
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59408
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26823
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8703
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52635
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25884
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63026
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86232
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58588
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70641
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37824
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763655
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037588
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336171
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662759
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021403
½(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417001
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855449
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351332
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935034
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59865
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31952
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92437
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58395
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32356
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42706
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75243
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52449
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63009
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28086
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761994
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035772
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334203
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660605
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019029
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414375
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852538
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354764
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938947
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60311
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36477
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97701
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64276
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38964
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23345
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59912
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46376
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55468
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18476
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760327
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033972
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332205
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658412
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016634
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411705
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849582
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358059
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942656
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60738
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36971
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02419
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68809
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43239
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31406
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53677
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40373
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48018
¶(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08986
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758618
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032133
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330218
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65622
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014194
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409046
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846629
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36124
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940302
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59458
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34342
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05302
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72029
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46856
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39609
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46464
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34438
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40659
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99623
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75692
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030296
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328175
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654017
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011784
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405529
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840558
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345477
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919554
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5709
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31505
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08256
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75333
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50569
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4795
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35665
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28568
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33388
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9038
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75523
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028414
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325874
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649869
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005444
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397408
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831566
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327086
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898735
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54723
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28426
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10653
µ(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78713
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54373
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56433
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24978
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21539
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26211
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8126
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752409
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023982
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319801
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643178
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998089
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389295
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822527
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30865
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877903
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52349
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25355
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07106
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8218
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60702
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65057
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14402
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12802
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1912
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72267
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747252
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018384
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313697
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636484
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990757
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381174
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813494
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294804
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857025
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49976
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22293
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03577
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85731
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6825
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73829
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06233
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13917
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12122
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63393
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742124
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01279
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3076
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629812
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983396
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373068
µ(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80451
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284741
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83617
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47598
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19245
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0006
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89362
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75912
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7815
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07064
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10576
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05211
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54641
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736978
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007204
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301513
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623157
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976065
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364958
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795519
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274724
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81529
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45223
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16205
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96559
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89647
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77433
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73999
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07846
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06558
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98393
