¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(418.95, 14.19, 318.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53965
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.046093
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227316
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419571
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626759
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851607
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09641
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34084
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588879
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858504
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161842
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506931
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882886
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336786
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136311
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14047
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37759
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49485
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85836
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55858
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94256
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.85615
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.715578
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.871112
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.038272
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.218922
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410815
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617283
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84132
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085204
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331151
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578381
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847096
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15115
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497026
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871936
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328067
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125815
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11016
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33578
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44396
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79333
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47083
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8113
 (419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61767
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.708951
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.864006
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.030634
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210715
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.402287
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608056
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831303
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074294
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321896
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568358
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836205
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140772
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487676
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861602
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319413
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115405
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07968
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2949
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39424
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72982
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38521
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68323
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38522
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.702481
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.857069
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.023178
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.202695
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393989
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599076
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821557
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06368
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313078
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558809
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825829
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130707
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478877
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851881
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31083
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105082
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04906
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25492
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34566
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66781
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3017
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55825
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.15773
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.696169
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.850301
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.015906
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194864
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385916
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590343
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812079
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05336
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304694
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549729
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815965
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120955
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470632
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842769
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30232
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094846
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0183
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21586
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29822
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60728
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22024
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43618
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93015
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.690013
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.843703
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008816
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187219
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378071
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581855
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802871
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043336
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296739
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541118
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806611
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111517
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462933
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834265
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29388
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084701
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987402
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1777
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25189
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54821
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14081
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3168
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72235
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.684015
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837274
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.001909
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17976
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370451
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573616
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793931
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033604
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289216
¡(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532972
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797765
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102387
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455782
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826367
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285515
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074643
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.95639
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14042
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20667
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49058
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06338
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20216
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51976
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.678175
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831014
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995183
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172491
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363058
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565621
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785258
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024164
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28212
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525292
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789423
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093571
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449177
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81907
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277287
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064676
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925267
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10403
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16254
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43437
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98789
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09108
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.32225
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.672492
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824923
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.988642
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165405
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355891
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557871
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776853
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015017
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275452
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518074
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781586
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085064
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443116
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812376
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271914
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054807
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894048
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06851
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11949
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37956
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91434
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98277
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1297
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666965
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.819002
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.982282
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158509
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348951
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550366
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768713
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006161
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269209
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511317
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77425
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076869
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437598
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806282
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266913
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045031
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864812
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03386
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07752
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32614
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84786
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87718
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94196
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.661598
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.81325
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.976105
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.151799
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342236
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543105
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76084
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997596
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263391
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505021
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767415
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068984
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43262
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.800785
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26229
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035352
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848881
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0001
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03684
£(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27408
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78361
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77445
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78487
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.656387
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807667
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970109
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.145277
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.335744
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536089
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753232
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989319
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257996
(419.01, 14.10, 319.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499183
