¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (403.29, 14.86, 310.87) (383.20, 8.50, 303.34) (0.81, 2.16, 0.81) Human 5.352622
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759752
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977673
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207494
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454779
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723948
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019694
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308307
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631922
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986922
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370104
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784868
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240533
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734463
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24844
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84791
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56277
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36051
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1492
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95447
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99308
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15081
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20158
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76335
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46272
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51667
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554075
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755291
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972845
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202335
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449177
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717844
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006943
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302434
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625496
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982649
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365396
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782009
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24168
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745087
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25982
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86438
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59224
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39286
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25254
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00812
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07549
¼(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25764
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2191
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79827
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5262
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32019
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550033
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750931
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968126
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19733
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443742
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711922
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001837
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296867
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619405
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978761
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361113
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779654
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243404
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.756533
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26399
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87444
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60881
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42618
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35915
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11465
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16066
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71327
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23972
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86048
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59363
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39354
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546086
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746672
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963532
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192478
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438475
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706184
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997012
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291607
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613649
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975255
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357251
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777797
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245709
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761868
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26866
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88508
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62607
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46047
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46912
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23763
Á(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24866
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63138
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26341
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92631
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59962
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29157
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542233
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742514
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959095
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187781
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433375
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70063
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992465
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286651
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608228
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971478
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353813
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776441
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248591
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.762824
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27382
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89632
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64402
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49574
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57038
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36461
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33956
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54587
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27302
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83149
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46284
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14441
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538473
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738459
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954764
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183241
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428446
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695259
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988199
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282003
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603142
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966684
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350799
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775589
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252052
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764237
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28174
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91823
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67279
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56247
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65859
Ã(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49573
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43343
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70677
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28683
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70893
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33146
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00316
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07921
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534809
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734505
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95054
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178853
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423684
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690073
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984213
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277659
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59839
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96214
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348206
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775234
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256095
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766108
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29805
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94614
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71407
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63406
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72812
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63112
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54623
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90762
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30382
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72256
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20533
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86766
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05842
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531239
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730654
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946424
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174622
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419089
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68507
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980506
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273619
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593972
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957847
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346035
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775382
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260715
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768434
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3153
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97515
Å(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75667
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70774
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77385
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77094
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30021
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9268
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32393
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74366
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18791
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73767
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22738
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527766
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726907
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942416
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170546
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414664
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680251
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97612
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269885
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589889
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953803
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344286
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776031
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26298
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771219
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33348
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00527
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80062
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73674
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82082
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91532
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.537
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94906
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34724
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76817
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21364
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68578
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524387
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723262
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938515
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166624
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410409
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675616
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971292
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266455
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586135
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950009
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342958
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77718
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.261813
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774462
Ã(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35261
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03651
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82455
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76211
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86905
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06443
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59605
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97437
(402.83, 14.87, 310.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37377
