¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478386
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107478
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398583
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718464
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118229
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565516
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066799
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632467
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24351
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8925
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63167
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.63643
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.60396
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.57448
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.54794
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.52432
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50361
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.48577
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4708
Ÿ(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.45867
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44937
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44291
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43926
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43843
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44041
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44521
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357479
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585663
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832177
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099335
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391485
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730788
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150898
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602015
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107898
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678975
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28264
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93687
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68243
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.52732
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.49509
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.46581
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43947
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.41603
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.39546
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37775
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36289
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35084
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34161
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33519
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33157
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33073
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3327
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33746
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351184
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578833
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824816
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092336
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402765
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746211
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17474
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638816
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149316
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725939
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32226
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98181
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67299
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4226
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3906
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36154
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33538
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3121
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.29168
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27409
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25933
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24737
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.2382
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23182
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22822
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22739
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22933
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23406
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344973
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572157
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817741
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102791
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414198
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767121
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19811
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675897
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191061
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773251
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36235
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01532
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62451
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32216
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.29038
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26151
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23553
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.21241
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19213
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17466
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14812
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13901
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13267
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12909
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12826
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13019
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13487
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338892
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565592
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827406
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113265
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425712
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78803
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221483
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707808
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233106
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810773
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4029
”(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97276
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57698
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22586
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19429
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16561
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1398
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.11684
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09668
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07933
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.06476
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.05296
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04391
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03761
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03405
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03322
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03513
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03978
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332939
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573762
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837116
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123919
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437298
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808949
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244886
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73418
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275511
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847136
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39283
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93107
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53045
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13358
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10221
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07372
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04807
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02525
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.00523
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98798
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9735
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96177
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.95278
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94651
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94297
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94215
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94404
(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94866
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946843
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292287
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29142
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54547
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890501
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270286
¨(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690261
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.157049
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678827
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26578
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89149
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62833
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5332
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39868
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67444
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20192
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06339
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38129
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74484
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955026
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348351
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338361
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548843
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894204
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274371
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694791
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162096
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.684486
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25412
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87216
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63333
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54632
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41068
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68869
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2191
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08455
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38388
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64948
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962472
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36354
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383504
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552229
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897924
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278473
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699337
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167166
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689238
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23718
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85594
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63829
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57497
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60839
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.703
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23638
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10582
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38471
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55697
›(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969181
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366572
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43667
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555628
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901656
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282592
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703904
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172256
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674294
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22044
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86019
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64319
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58364
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61857
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71737
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25375
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1272
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40125
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50976
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975162
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369615
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5028
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559041
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905405
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286728
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708488
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171981
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.659524
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20391
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8644
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67029
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59233
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63191
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73183
(328.42, 7.28, 380.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27121
