¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3854
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913713
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375082
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859898
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226703
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588254
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984913
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421909
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905613
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6661
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45975
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22829
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96432
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7616
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01934
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93976
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792054
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108845
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463602
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821688
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218941
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666895
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198959
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557923
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951592
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385155
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864859
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72042
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51295
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24535
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93254
„(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7222
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96918
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87381
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756957
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035957
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341932
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681976
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061988
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489379
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171694
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528099
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918866
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349054
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824866
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77355
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55805
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2469
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90053
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68249
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91875
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80751
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660508
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927093
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221316
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547601
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911411
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319594
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91393
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498759
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886677
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31358
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785609
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82547
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54882
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23498
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86831
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64256
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86798
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74085
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56496
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821891
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104967
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418283
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766917
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15705
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667097
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469994
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855063
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278786
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747028
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87613
ˆ(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53829
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2233
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83582
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60238
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81694
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67391
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472456
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720223
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992777
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293824
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628126
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001333
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433973
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221192
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824045
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244565
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709221
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92547
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52648
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23298
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80318
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56196
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76559
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60664
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381049
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621922
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884464
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17396
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494725
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852082
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252536
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951509
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793562
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211023
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682688
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97341
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52553
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24093
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77033
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52132
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71405
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53913
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287862
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526874
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779876
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058408
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366455
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708892
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091695
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697708
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544582
…(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178082
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718805
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01992
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53028
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24707
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7351
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48048
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66225
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47134
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197724
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428176
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678876
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947038
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243054
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571443
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93774
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458522
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249896
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145799
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753697
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02751
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53044
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22065
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68801
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43943
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61026
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40331
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110497
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332667
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57618
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839587
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124242
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439412
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79016
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232774
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973668
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885596
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78109
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03265
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52028
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18193
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64075
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39822
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55801
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33506
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026112
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240368
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474853
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732498
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009834
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312522
†(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648692
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02411
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714278
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563635
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783777
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03614
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50861
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14302
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60375
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35683
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50565
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26667
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.944348
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151184
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377115
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624948
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897926
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190476
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512953
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872248
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470266
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263038
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785181
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03786
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49536
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10406
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5761
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31524
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45306
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19806
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865235
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064896
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282745
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521284
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78359
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073084
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382629
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726758
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240372
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98182
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051319
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03799
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48063
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07653
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54809
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27355
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40037
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12933
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788571
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981485
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.191632
„(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421389
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673594
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951626
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257405
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587345
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023457
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720746
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743582
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03634
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46441
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05331
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51968
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23171
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34748
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06047
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714273
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.90073
(341.24, 7.34, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10359
