¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.03969
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258836
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802926
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.447
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18398
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.60594
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.384
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.26381
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.19294
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.1454
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14844
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.16144
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.22813
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.32376
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.47227
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63936
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937873
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24368
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579239
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949014
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346975
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781981
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26675
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810473
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48538
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22812
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.54542
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.33019
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.21099
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14292
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.09569
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.10004
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.11388
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.17993
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.27554
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.42272
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.77711
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63809
ñ(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940124
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246145
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581969
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952037
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353237
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788941
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274521
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780393
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49383
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27228
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.48835
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.27931
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.16104
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.09555
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.04861
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.05415
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.06874
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.13418
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.2297
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.37562
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.72828
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63156
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63966
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942268
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24851
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584558
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95488
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359402
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795815
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282203
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782745
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45877
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28099
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.43465
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.2313
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.1139
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.05078
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.00412
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.01071
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.02596
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.09082
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.18618
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.33095
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.68128
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63213
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.9615
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.91968
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63075
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63599
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944302
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250714
ú(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586998
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957573
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365479
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802566
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289744
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786198
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42345
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23976
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.38423
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.18611
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.06953
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.00856
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.96281
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.96969
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.98549
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.04981
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14496
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.28894
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.63609
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.77265
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63609
(444.48, 14.84, 259.68) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 14.63563
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.19095
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946208
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252817
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589295
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960124
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370771
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809208
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29718
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789856
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38786
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19827
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.33702
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14367
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.02786
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.96883
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.92429
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.93104
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.94731
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.01112
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.10599
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.24908
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.59266
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.43615
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.43289
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.43244
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.43481
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.43999
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947995
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254775
ì(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591445
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962522
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373431
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81573
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304465
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793709
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35207
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15653
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.29297
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.10394
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.98884
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.93156
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.88809
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.89473
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.91137
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.9747
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.06923
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.21134
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.55099
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.45283
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.46085
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949678
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256608
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593459
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964735
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375906
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822154
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311664
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797731
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31602
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11455
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.25201
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.06687
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.95244
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.89672
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.85418
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.86071
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.87764
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.94052
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.03465
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.17568
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.51103
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.47655
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951222
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258309
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595346
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96682
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378203
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828459
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318724
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801954
ó(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30617
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07236
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.21409
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.03242
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.91861
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.86425
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.82253
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.82895
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.84609
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.90855
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.00221
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14208
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.47276
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.49512
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.50601
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950781
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25988
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597076
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968732
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380322
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834648
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325628
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806358
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31105
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02995
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.17915
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.00054
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.88731
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.83413
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.79309
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.79941
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.81669
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.87876
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.9719
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.11082
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.43617
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.5951
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.52748
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949553
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261334
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598658
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970475
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382277
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840714
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332418
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810957
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31614
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98738
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.14715
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.97121
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.8585
ù(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.80632
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.76585
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.77208
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.7894
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.85111
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 10.94367
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.08184
(444.48, 14.84, 259.68) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.40123
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.02433
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 15.91134
(444.48, 14.84, 259.68) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 14.54091
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948167
(444.48, 14.84, 259.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262621
