¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
!(380.58, 10.10, 321.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.078132
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3308
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50719
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91642
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20851
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82513
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79692
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67731
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3443
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12347
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62845
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03006
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44062
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87086
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47156
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10211
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284982
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495272
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728424
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983456
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263536
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572462
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914854
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296275
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734879
¼(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247137
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833868
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512489
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34902
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34951
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54205
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97445
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24313
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87368
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31208
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95149
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72536
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47262
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95966
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47293
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91795
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36596
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101434
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284244
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491636
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724467
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979107
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25876
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567202
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909018
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289865
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739285
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252123
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839624
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519154
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35361
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35565
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57691
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03362
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31369
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93733
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58845
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34826
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17076
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80328
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30511
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83424
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39282
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.100826
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283584
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488073
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720577
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974835
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254066
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561977
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903259
¶(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288801
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740976
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257122
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845324
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525836
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35808
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36103
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61178
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09397
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3857
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00215
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81009
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78127
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6386
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14815
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66558
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23176
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9442
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.100273
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283002
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484556
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716726
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970614
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2494
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556852
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897523
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289122
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739239
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262085
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851046
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532475
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36241
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37518
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64112
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15551
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50422
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13674
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67041
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23584
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00147
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5091
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11997
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76843
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099838
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28255
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481045
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712875
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966454
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244807
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551771
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895626
¹(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289444
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737492
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260925
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856767
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539111
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3666
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38981
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65919
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21825
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68226
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3338
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06287
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26544
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41636
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0179
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65614
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099509
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282176
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479517
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709125
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962314
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240263
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546732
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895949
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289807
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735667
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258847
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859797
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545738
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37069
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40416
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67702
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26654
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86475
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53664
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48895
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12651
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76758
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55374
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099247
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281891
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479209
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705379
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958177
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235752
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543921
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896263
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29013
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733829
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256735
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857349
º(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552329
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37716
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41838
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69458
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29511
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05179
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74548
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61746
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10265
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97917
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92809
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099076
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281709
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47904
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701689
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954171
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231317
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544231
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896566
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290507
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733765
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254564
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854836
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551273
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38867
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43233
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71188
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3171
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24354
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01487
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94579
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33056
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19861
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099008
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281616
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478939
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69803
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950176
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227552
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544527
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896896
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290893
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734212
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252342
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852297
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548269
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39698
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44607
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72891
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33876
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41841
¹(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33704
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28707
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56412
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42611
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09903
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281661
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47896
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694404
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946229
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227839
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544832
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897255
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291277
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734627
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250091
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849654
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545216
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39592
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45962
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74568
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36009
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44641
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67165
(380.46, 10.11, 321.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59725
