¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64215
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4363
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07869
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81723
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67498
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68321
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88496
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97258
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95174
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93349
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91781
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90468
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89409
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88602
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88047
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045024
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211875
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391217
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584494
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79327
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019538
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26544
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533612
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827172
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149801
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505994
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901133
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341883
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836586
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395592
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03218
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76357
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61241
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60928
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79629
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00243
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98153
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96321
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94747
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93429
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92365
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91555
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90996
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034083
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200144
¥(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37863
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570911
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778592
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003628
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248103
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514713
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806464
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12702
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480783
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873156
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310656
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801422
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355772
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986723
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71112
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55133
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53718
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7099
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06329
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.014
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99562
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97981
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96658
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95588
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94773
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94212
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023313
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188616
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366222
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557532
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764188
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987976
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231123
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496185
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786177
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104679
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456136
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845753
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280055
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767039
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316829
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942237
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65988
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49165
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46679
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6257
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88868
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04919
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03074
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01486
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00156
£(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99082
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98262
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97696
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012763
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177283
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354066
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544443
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750025
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972661
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214464
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477991
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766248
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08281
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431958
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818933
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250078
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733365
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278704
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898753
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60987
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43343
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39819
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53474
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71181
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08714
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0686
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05266
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03929
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02849
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02024
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01454
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002433
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166192
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342127
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.531575
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736126
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957609
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198109
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460189
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74675
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061363
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408288
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792627
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220736
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700438
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241469
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856322
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.561
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37659
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33132
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43462
®(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59605
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.12789
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10926
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09324
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0798
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.06893
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.06063
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05488
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992257
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155304
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330432
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518985
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722522
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942879
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182117
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442724
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72764
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040387
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385088
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766913
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192058
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668211
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205051
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814816
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51326
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32115
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26611
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33714
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5307
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17147
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15275
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13664
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.12312
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11219
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10383
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09802
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.982281
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.144603
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31897
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50663
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709171
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928395
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166415
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425619
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708941
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019821
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362405
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74178
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163996
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636724
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169453
¯(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774292
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4667
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26707
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20258
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24226
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46782
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21794
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19911
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.18291
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.16932
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15831
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.14988
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.14403
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.972502
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.134155
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307713
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494506
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696113
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914253
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151046
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408844
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690614
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999691
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340224
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717139
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136553
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605943
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134688
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734722
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42126
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21434
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14061
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1499
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40734
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26733
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24841
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23211
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21842
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20734
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19885
(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19293
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962918
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123866
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29667
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482666
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683283
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90039
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135969
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392459
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67267
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980005
­(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318479
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693056
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10975
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575873
(342.35, 7.25, 369.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100724
