¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67698
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63935
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91554
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79969
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69803
Á(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41309
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40088
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39246
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07849
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229837
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402853
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589737
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791137
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008507
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231654
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47333
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735877
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017024
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294347
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596006
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921888
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266342
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643833
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078265
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592265
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03417
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53043
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00295
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24696
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50357
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77371
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05839
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29332
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.18658
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.17468
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.16652
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063279
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213593
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383929
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569355
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769221
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985155
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212412
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452485
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713227
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986721
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261512
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560323
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884951
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226015
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599671
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010721
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484192
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915766
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39063
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82035
º(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12165
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37287
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63724
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91573
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2094
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82703
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.95734
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94943
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048379
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197727
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365355
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549383
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747678
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961864
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193578
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432121
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691102
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957177
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229467
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525507
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848401
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186811
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556752
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963528
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379623
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80133
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26484
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59018
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91944
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23744
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5059
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7785
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06586
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42147
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.74849
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.74081
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033793
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.182186
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347057
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529734
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726516
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939015
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169136
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41221
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669473
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928366
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198271
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49159
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81144
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148724
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515021
¹(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91767
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249461
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690639
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14335
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93743
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71722
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02421
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35016
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64645
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92782
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22461
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97392
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5403
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019492
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166942
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329106
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510474
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705745
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916585
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144835
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392695
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648377
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90028
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167881
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458609
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775448
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111677
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474535
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873191
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14977
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583639
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02597
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51328
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52369
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8203
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13503
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46944
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79511
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08574
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60917
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34758
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005513
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.152068
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311475
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491527
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685355
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89458
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121017
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366831
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627765
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872957
º(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138314
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426489
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740457
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075754
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435238
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829983
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07967
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403508
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91256
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38847
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33834
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6252
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92934
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25224
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59568
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95225
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2528
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.16232
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991818
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137499
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294155
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472949
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665369
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87301
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097656
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341479
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602633
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846324
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109508
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395192
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706422
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040874
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397085
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788107
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011946
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225838
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779369
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26806
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16071
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43838
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73255
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04469
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37634
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72936
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10572
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.98422
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.978434
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123234
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277763
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454703
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645753
¸(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851832
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074758
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316633
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57297
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820405
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081455
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364783
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673291
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007006
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360079
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747066
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946594
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157242
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567248
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15171
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73895
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25941
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54422
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8462
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16681
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50776
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87097
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25857
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965369
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.109322
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26295
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436825
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626485
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831046
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052308
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292249
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543467
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79285
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054206
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33521
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641101
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974189
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324219
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686891
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883519
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091089
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365126
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959912
(427.92, 15.05, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52956
