¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(367.81, 9.74, 319.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95133
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98755
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78096
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323758
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498016
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682333
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877552
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084535
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510549
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848008
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047077
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257137
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479081
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713859
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962573
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54957
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45952
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92641
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68929
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466159
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648111
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840763
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044941
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374001
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887548
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087533
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29856
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521588
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757478
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00917
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37597
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5054
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40745
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86646
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59908
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614689
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804898
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006384
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238978
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844884
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129166
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341348
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565516
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802671
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06361
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43375
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38371
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46207
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35636
ä(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80766
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51029
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769804
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968733
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179764
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691411
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171876
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385275
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610725
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849264
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11884
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49249
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39394
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34613
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41957
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3063
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7501
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42299
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931846
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140106
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539769
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195318
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43024
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657068
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897114
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17458
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55182
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5143
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36112
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30928
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37791
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25721
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69368
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35433
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101254
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38983
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022235
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476036
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704394
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946041
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23053
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61152
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02428
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48544
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32893
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27316
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33709
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20913
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63843
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29017
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278532
Ï(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85153
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522538
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752517
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995873
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28643
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67134
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08837
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70204
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45715
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29738
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23776
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2971
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16204
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58433
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22735
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92038
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682981
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365535
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801282
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04648
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34204
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73089
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1524
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99722
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67704
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42943
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26647
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20309
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25793
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11596
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53138
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16596
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69032
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172968
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850493
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09758
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39703
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78994
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21597
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35987
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97502
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65255
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40228
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2362
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16914
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2196
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07084
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47959
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10591
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58364
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719776
Â(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14907
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45113
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84813
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27877
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74743
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34007
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95328
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62856
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37569
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20657
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13592
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18209
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02671
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42896
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04718
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53582
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20073
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50397
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90513
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34042
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81432
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07582
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32068
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93199
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60509
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34967
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17758
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10342
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1454
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98356
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37945
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98981
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49045
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5553
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9606
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40055
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87972
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65274
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06428
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30171
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91116
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58212
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32422
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14923
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07163
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10954
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94138
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33107
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93377
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48837
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91722
¿(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29845
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70961
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15429
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63661
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05968
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28315
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89079
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55966
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29934
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12151
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04058
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0745
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90022
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28389
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87911
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50025
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90568
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28602
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69619
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13977
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62088
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05767
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.265
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87087
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53771
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27502
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09443
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01023
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04028
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85998
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23777
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82573
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49494
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89439
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27387
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68309
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12559
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60548
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05823
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24727
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85141
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51626
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25127
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06798
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98061
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00687
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82076
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19279
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77365
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44903
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88336
º(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26198
(367.48, 9.81, 320.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67026
