¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.76162
Ù(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432403
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70796
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004507
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327522
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688913
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07443
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501386
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97786
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514557
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12136
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81388
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32845
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27462
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40761
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79163
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41762
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34346
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75292
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8163
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425308
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699387
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995715
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317856
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677448
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062038
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487598
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96243
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49678
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10118
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48246
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30587
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24838
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3615
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73613
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35713
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26876
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65832
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52015
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418169
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690733
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986886
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308154
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665914
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049648
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473811
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947002
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479009
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08101
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45357
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28333
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22218
ó(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31948
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68086
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29706
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19464
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56459
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29894
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410988
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682001
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978025
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298416
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654317
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037258
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460028
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931581
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461246
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69502
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42468
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26089
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19611
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28879
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62581
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23749
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12114
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47166
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21584
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403769
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673191
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969133
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288646
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642654
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024871
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446251
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916169
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03265
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66986
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39589
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23049
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17009
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25826
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57098
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1783
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04821
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37961
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29288
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39651
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665081
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960213
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278845
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630931
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012486
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432481
‹(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90077
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01326
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64473
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36715
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19729
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14421
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22783
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51638
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11956
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9759
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28842
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37076
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389216
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657123
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951266
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269017
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619153
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000113
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418723
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454508
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998316
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61966
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3385
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16418
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11844
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19754
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47342
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06128
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90418
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10692
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44944
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381889
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649127
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942295
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259161
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607891
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98775
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953905
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441253
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98345
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59465
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30987
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13104
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07432
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16739
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43753
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00348
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83312
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09703
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52891
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374527
‹(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641098
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9333
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249284
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596993
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975399
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940422
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428076
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968651
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57717
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28135
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09078
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02313
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1374
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40181
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93832
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68817
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08155
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04569
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367135
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633035
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924285
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239384
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586077
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47881
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926962
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41489
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953882
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56049
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25026
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05074
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97656
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10753
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3663
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87531
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45017
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01467
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78702
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359714
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624941
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915253
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229464
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064047
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466697
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91347
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401772
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939148
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5439
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22515
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01092
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93031
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05476
œ(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33095
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83263
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21898
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94829
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78073
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352264
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616817
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9062
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.219528
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053062
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454534
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900006
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388708
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924507
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52737
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2092
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97141
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88437
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99388
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29582
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46233
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99442
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69018
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54535
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34479
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608667
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897036
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679514
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04213
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442414
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886471
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375697
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90993
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51088
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19176
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93695
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83874
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93339
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26087
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10443
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87766
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32939
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337291
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600492
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340444
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669527
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031157
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430289
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872995
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362742
(432.66, 15.18, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895411
