¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ (431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11523
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80515
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22864
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51944
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017747
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389695
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779493
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148646
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552154
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994942
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4829
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99859
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55688
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20811
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50321
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12215
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02672
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06314
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12495
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37677
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76736
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26524
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49879
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997723
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367641
„(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762798
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134898
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537078
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978377
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46462
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97668
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54402
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19578
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45391
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12815
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00605
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04447
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10216
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3688
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96831
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30227
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47979
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977589
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347005
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74367
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11652
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522156
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961939
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44648
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95499
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53322
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18368
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40699
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1149
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98842
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02093
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10732
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34152
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10293
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4076
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46247
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957345
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332932
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724622
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095743
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501776
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945672
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42849
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94117
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52259
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17177
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3624
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10185
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02653
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99776
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14365
µ(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32763
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23866
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51463
(431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45024
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486105
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81134
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158701
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540159
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960868
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427105
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968872
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65152
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35561
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88818
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4929
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34687
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.416
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45436
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504556
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828117
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177121
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560405
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983259
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456481
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00282
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69361
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33279
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86308
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46366
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40874
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40135
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55257
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523014
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844904
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195488
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580664
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005635
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486656
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03671
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7354
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31057
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83865
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43504
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47016
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47096
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78064
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539774
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861621
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213847
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600863
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028038
·(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516828
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07063
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77697
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2889
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81481
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40705
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53109
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54259
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555094
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878362
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232202
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621096
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050388
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546984
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10454
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79052
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26777
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7916
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37974
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5915
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61622
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570373
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895075
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250535
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641279
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07638
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577098
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13838
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77171
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24723
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76898
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40008
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65497
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76315
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585619
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911733
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268858
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66145
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103251
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60716
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17223
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75345
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22722
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74705
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44882
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77061
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97709
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600863
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928378
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287098
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681592
¶(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130087
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637171
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20601
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73566
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20775
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73475
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54019
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78551
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04083
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616052
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945002
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305312
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701681
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156863
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66715
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23975
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71836
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21893
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78349
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63511
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75368
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04463
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96885
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631185
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961533
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323542
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723336
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18356
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697018
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27427
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74859
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26367
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.833
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73035
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7231
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04911
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83177
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646277
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978054
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341664
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747243
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210179
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727945
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3138
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78981
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30912
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89468
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82581
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69366
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0543
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69264
¶(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661316
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99455
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359741
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771071
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237985
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762971
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35331
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83172
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35528
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95996
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92146
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66547
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2543
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54191
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676327
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010945
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377811
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796172
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269143
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797919
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3928
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87419
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40213
(431.58, 13.42, 339.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02616
