¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56877
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533881
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803897
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098645
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421607
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776908
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166296
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587515
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03669
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508834
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03517
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288674
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537144
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807477
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102548
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42586
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781604
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169868
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591475
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045163
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518293
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04572
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291421
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540438
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811064
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106454
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43014
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786355
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173524
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59552
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053897
(404.71, 14.88, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528013
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381101
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635578
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912183
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20554
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526416
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878811
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267516
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644189
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813364
¸(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972086
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138475
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496194
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688659
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891055
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10409
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45665
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94379
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48087
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07589
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8003
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10574
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381717
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636569
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910893
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204226
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524972
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877224
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265773
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679362
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831692
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991157
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158319
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333672
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517725
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711135
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914569
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12867
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35433
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81764
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3419
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92203
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94676
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72285
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378418
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633032
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904453
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197495
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518013
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870029
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258334
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681953
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835588
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995442
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162959
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338729
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523254
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717135
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921039
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13573
³(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.362
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80285
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31832
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8879
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13752
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29354
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375186
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629496
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900615
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190506
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510382
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861608
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249029
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678073
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832949
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992999
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16043
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336113
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520522
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714258
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918075
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13265
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35874
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86686
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38874
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9657
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39015
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25747
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371905
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625932
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897029
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183573
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502783
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853287
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239784
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668131
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83005
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991746
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159156
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334729
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51909
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712809
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91652
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13102
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35704
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.933
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46151
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04616
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65168
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23959
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368658
¹(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622423
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893529
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176721
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49527
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845003
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230649
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657982
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828276
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990396
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159075
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334664
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519014
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712727
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916465
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13093
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35696
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00128
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53666
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12935
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92262
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22181
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365444
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618881
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890144
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172801
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487808
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836809
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221594
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647933
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827595
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989674
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159655
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335831
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520269
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714013
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917789
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13233
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35841
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01305
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61431
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2153
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2033
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20414
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362202
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615361
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886784
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169185
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480423
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828701
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212638
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63795
¶(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828066
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990167
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160119
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33832
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522824
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7167
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920616
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13527
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36151
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00285
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69452
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30417
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42062
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18653
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358989
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61186
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883533
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165588
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473333
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820614
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203719
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628056
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829635
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991822
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161867
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340326
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526742
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720759
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924857
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13971
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36614
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99324
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77732
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4032
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59355
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16901
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355772
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608347
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880359
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162149
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469544
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81266
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194919
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618302
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832359
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994637
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164783
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34338
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530941
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726229
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930578
·(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1457
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37241
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98434
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86279
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60644
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77121
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15162
(404.30, 14.87, 311.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352549
