¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35814
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537925
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814771
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117541
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450029
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828218
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256519
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725965
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232475
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785878
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41195
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466108
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582312
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69634
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807767
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924815
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047901
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177411
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313852
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457742
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677891
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954422
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256313
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.099298
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.992231
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.940633
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.919559
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.907151
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.896132
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.886508
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.878252
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.871359
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.865824
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.861659
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.858837
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.857342
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.85721
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.858418
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.860991
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457282
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573047
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694875
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806221
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923242
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046232
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175639
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311996
ö(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455822
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680024
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956769
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25887
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.189023
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.04066
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.980806
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.957558
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.945627
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.935099
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.925955
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.918211
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.911818
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.906817
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.903174
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.900886
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.899974
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.900407
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.902199
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.905353
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448897
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564274
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68572
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805265
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922193
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045144
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174531
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310837
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454599
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682631
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959559
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261937
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599494
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.158081
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.06489
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.034434
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.023328
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.013642
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.005393
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.998534
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.993095
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.989046
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.986411
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.985148
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.98528
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.986816
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.989739
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 6.994068
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440971
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555962
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677039
À(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804643
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921786
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044722
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174092
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310372
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454104
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685629
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962856
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265534
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600405
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97951
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404166
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.238888
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.23188
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.233841
(398.74, 14.71, 310.08) (384.08, 9.10, 297.93) (0.81, 2.16, 0.81) Human 7.243876
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46558
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16628
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22836
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433503
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548129
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668838
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79604
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921989
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044908
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174286
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310569
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45433
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68911
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966626
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269669
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601802
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981094
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406891
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939581
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552754
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29035
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26468
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46292
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14492
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14979
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426484
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540774
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661114
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787939
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921753
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045732
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175144
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311491
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455249
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693041
»(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970876
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274313
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606884
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983271
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410198
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943307
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551094
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28885
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26283
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46105
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12444
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07199
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419943
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533921
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653916
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780366
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913831
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047162
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176639
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313076
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456922
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697399
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975637
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279468
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612545
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986042
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414061
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947662
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555544
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2879
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26172
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45992
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10484
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99494
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413816
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527508
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647186
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773317
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906372
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046973
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178827
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315324
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459289
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702183
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980851
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285168
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618786
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989379
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418421
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952621
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56121
³(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28759
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26135
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45963
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0861
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91868
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40816
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521561
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640976
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766786
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899548
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039709
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181622
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318267
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462381
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707428
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986552
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291415
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625642
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993621
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423368
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958244
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56763
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28786
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2617
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46009
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06828
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84316
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40294
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516104
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635224
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760769
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89318
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033048
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18097
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321907
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4662
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713107
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992742
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298184
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633086
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001809
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42885
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964445
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574748
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28876
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26277
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46128
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05127
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76843
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398156
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511106
¿(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629987
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755264
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88741
