¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(332.67, 7.11, 323.57) (321.09, 1.16, 305.58) (0.81, 2.16, 0.81) Human 8.429951
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210876
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15034
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63466
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29851
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04677
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84727
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12375
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05885
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.76349
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936822
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.124229
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327524
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553802
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802003
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074662
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359079
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661528
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007816
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424696
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895919
…(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456318
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252025
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21213
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65722
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35206
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04843
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8356
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1087
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05448
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769023
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.942779
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130675
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334544
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556389
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803882
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076733
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365153
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668207
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035574
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455918
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931361
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490698
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293247
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26563
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67887
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40599
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03957
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82449
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0944
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05132
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.774636
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94883
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137247
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341657
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564135
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807129
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078901
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371443
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686396
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063653
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487587
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967282
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525089
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334657
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31623
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6995
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46026
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03116
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81396
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08081
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04667
…(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780336
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954968
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143885
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348875
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57201
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815742
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083025
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377945
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711754
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092078
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51959
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003639
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559601
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376117
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3596
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72056
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51488
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02317
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80398
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06793
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01293
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786092
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961192
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150607
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356183
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579998
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824474
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092656
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391729
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737409
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120784
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55202
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040482
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598313
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417662
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40019
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75999
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56981
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01564
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79454
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05577
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97143
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.791945
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.967525
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.157489
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363638
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588086
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833387
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102381
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407611
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76028
ˆ(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149884
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584819
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077781
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641102
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459288
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44087
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79873
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57412
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00854
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78562
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04428
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93119
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.797881
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973906
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164433
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371162
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596321
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842348
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114566
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424074
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777297
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175618
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618025
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115564
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684467
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500999
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48159
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83669
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56868
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00191
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77731
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03355
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89223
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803905
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980399
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17144
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378816
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604672
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851483
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12957
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440718
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794489
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194913
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647102
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153771
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728368
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535094
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52229
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87392
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56361
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99569
…(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76954
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02351
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86919
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.809973
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986987
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17858
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386553
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613113
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861961
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144712
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45749
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811743
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214375
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669124
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186789
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772856
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56847
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56305
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91033
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52959
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9899
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76229
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01419
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87451
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816156
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993657
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.185815
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394429
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621673
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875806
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160025
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474455
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829175
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233987
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691354
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212229
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810566
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601818
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60382
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94594
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48864
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98457
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75563
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00558
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88097
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822428
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000417
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193134
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402421
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63044
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889797
ƒ(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17545
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491596
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846761
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253747
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713789
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237858
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841009
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635179
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64457
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98071
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44775
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97972
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74948
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99774
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89191
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82872
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.007266
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200561
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410437
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64327
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9039
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191039
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508892
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864419
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273677
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736386
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263695
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876801
