¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.937
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.690344
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.87885
(429.27, 14.85, 251.40) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.39365
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.2993
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.71795
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.27763
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.24246
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.21133
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.18423
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230421
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474775
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740451
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038836
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370196
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724453
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101831
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519706
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.898751
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.866667
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.83653
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.808309
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.781974
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.757498
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.734858
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.714026
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.694986
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.677716
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.662201
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.648424
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.831916
(429.27, 14.85, 251.40) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.44442
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.15544
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.32012
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.18513
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.17882
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.17645
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.17801
ş(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217695
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460957
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725372
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02374
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353593
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709103
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084911
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500937
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.857606
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.825684
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.795699
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.767623
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.741422
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.717072
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.694549
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.673828
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.654888
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.637712
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.62228
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.608582
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.785728
(429.27, 14.85, 251.40) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.49789
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.10247
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.42546
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.86862
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.79331
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.35244
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.31816
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205008
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4472
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710448
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008718
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337053
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693896
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068106
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482294
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.818561
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.786792
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.756952
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.729012
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.70294
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.678711
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.656298
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.635679
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.616836
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.599748
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.584397
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.570767
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.740278
(429.27, 14.85, 251.40) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.55414
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.40312
ÿ(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.72839
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.80626
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.97544
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.9032
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.9576
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19241
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433561
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696053
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99369
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320563
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678818
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051463
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463814
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.781571
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.749949
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.720248
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.692434
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.666484
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.642368
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.620062
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.599541
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.580789
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.563782
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.548507
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.534945
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.695564
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.95226
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.24072
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.66458
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.71269
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.70673
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.70442
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.70576
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179912
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419989
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682426
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978765
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304096
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662807
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034938
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445521
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.783064
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.764994
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.748699
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.734161
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.721374
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.710317
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.700982
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.693361
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.687445
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.683228
ù(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.680709
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.679879
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.65158
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.88853
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.15121
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.28257
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.89082
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.88476
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.88239
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.8837
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167471
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406485
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668836
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963872
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287713
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644714
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018571
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427389
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881924
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.221581
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.205017
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.190301
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.177417
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.166358
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.157103
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.149652
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.143991
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.140121
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.138034
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.13773
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.608316
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.82647
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.06421
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.32061
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.07613
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.06997
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.06753
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.06882
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155127
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393114
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655283
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949024
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27139
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626667
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002373
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409439
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853222
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330769
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.713506
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.698654
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.685734
î(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.674731
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.665639
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.658443
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.653139
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.64972
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.648181
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.648527
(429.27, 14.85, 251.40) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.650755
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.76605
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.97965
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.37467
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.26889
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.26263
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.26013
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.26138
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14288
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379794
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641784
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93424
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255156
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608709
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986323
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391636
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818537
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292081
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888315
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51775
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.61129
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.57547
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.54194
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.51066
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.48161
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.45475
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.43005
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.4075
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.38706
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.70723
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.89749
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.43212
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13069
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366614
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628349
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919518
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238934
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590847
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970411
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361498
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784267
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253954
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857206
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48427
ô(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.54908
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.51353
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.48025
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.44921
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.42038
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.39373
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.36923
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.34686
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.3266
(429.27, 14.85, 251.40) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.64998
(429.27, 14.85, 251.40) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.81766
(429.27, 14.85, 251.40) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.49298
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118577
(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35349
