¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(421.96, 14.96, 246.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.07856
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.996705
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.967722
ù(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.94017
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.91402
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.889242
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.865809
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.843697
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.822881
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.80334
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.785056
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.768006
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.752175
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.737545
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.724104
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.711836
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.700729
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.796327
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.4602
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27919
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50046
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73195
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97432
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22822
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64286
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3547
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64804
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64903
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831374
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.964751
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.935925
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.908524
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.882515
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.857872
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.834567
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.812574
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.791872
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.77244
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.754254
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.737298
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.721553
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.707006
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.693637
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.681437
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.670392
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.823501
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.494024
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2573
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47781
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70854
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95002
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.203
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46819
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86581
ï(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61331
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61431
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834216
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.934288
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.905613
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.878353
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.852481
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.827965
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.804782
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.782905
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.762312
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.74298
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.72489
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.708022
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.692361
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.677889
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.664592
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.652457
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.64147
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.851125
(421.96, 14.96, 246.52) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.528445
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.214829
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.209179
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.20573
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.204382
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.205296
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.208447
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.213905
(421.96, 14.96, 246.52) (405.13, 8.35, 256.40) (0.81, 2.16, 0.81) Human 9.231958
(421.96, 14.96, 246.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58333
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194682
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444676
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717066
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014936
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341928
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702481
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111986
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570734
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086353
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715383
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44065
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19126
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72748
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32024
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98357
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01491
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18973
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439279
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711193
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008501
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334862
¹(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694667
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098151
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555231
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068863
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690533
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42457
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2026
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74165
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3359
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99619
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50159
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45571
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184778
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433897
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705318
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002057
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327773
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68685
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084557
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539741
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051387
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665547
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39558
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20046
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75667
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35252
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00818
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13856
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89446
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179831
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428518
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69945
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995629
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320693
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679027
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075878
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524226
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033912
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640436
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36647
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19824
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77255
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36443
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02119
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03029
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39151
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18298
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174887
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423148
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693581
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989206
»(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313631
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671213
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067202
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508722
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016437
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615198
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3372
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17879
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78434
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37707
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03526
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92351
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91322
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39005
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169939
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417761
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687705
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982771
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306563
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663395
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058548
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498394
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998974
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589876
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30784
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13889
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79662
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39065
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05037
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8182
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52581
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33844
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35074
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164994
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412397
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681845
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976346
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299497
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655601
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049898
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488741
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981524
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564457
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27839
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09708
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80018
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40518
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06651
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71438
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42719
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09477
µ(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43067
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160063
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407038
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675997
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969952
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292456
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647829
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041253
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479096
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969225
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53892
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2442
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05531
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79322
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42066
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08374
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.612
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32967
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85744
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66156
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152938
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40167
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670146
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963536
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285408
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640045
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032637
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469479
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958412
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513313
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20847
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0136
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78701
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42364
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10201
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32607
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23321
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50401
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1149
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145059
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395333
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664295
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957139
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278383
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632287
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024024
(421.58, 14.94, 246.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45986
