¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(411.24, 14.53, 245.38) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 17.56746
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02648
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79712
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68391
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68993
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83573
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2666
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91228
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8735
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21866
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41549
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628272
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860283
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111181
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385059
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686705
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021522
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390138
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803062
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260843
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775299
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376145
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05109
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82604
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71877
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72949
º(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88597
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31836
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96929
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94636
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.28637
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.422405
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635778
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868443
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120327
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395089
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69776
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034006
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404019
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818833
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278579
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794745
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397688
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07592
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85531
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75405
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76966
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93689
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36961
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02757
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02093
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35621
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.79398
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.81854
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429351
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64332
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876638
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129531
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405182
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708864
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046572
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417995
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834725
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296457
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814301
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419433
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10102
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88492
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78975
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81043
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98848
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42181
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09222
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0922
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.67889
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.48746
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.47132
Ş(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.46032
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.45359
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.45119
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.45698
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.68904
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436329
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650897
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884864
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138789
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415336
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720017
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059218
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432063
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850736
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31447
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833967
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441373
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12704
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91486
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82588
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85182
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04074
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47497
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16034
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16092
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.75757
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.51991
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.49594
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.47678
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.46199
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.45154
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.4509
(411.42, 14.53, 245.53) (381.33, 8.16, 260.54) (0.81, 2.16, 0.81) Human 20.67319
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443337
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658507
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893122
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1481
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425549
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731218
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071943
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44622
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866863
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332622
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85374
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463509
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1532
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94575
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86242
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89381
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09369
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52913
×(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22974
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23221
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58491
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51332
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.04134
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.99735
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.00907
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.02528
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.04602
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450374
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666149
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90141
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157461
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435821
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74246
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084745
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460468
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883106
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350905
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873615
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485836
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17952
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97753
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89939
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93642
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1473
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58428
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29728
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30947
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66456
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5865
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.50484
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.80681
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.77232
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.78378
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.79971
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.82411
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457438
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673823
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909724
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166875
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446148
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753745
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097621
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474799
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899312
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369324
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893591
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508352
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20598
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00957
Ù(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93677
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97932
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19844
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6404
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.36357
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38847
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.74651
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65605
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 23.19921
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.59563
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.556
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.56723
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.58287
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.61888
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464528
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681524
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918066
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176333
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45653
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765069
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110569
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489215
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915434
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387867
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913664
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531057
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23258
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04188
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97457
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02241
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24654
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6975
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43123
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46926
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8288
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72846
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.90636
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.47679
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.45227
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.45946
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.47454
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.51327
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471644
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689256
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926432
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185842
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466966
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776432
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12359
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503714
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931634
Ú(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406539
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93383
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553947
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25932
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07444
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01278
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06617
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29544
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7556
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5003
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54354
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.91153
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80378
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.77873
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.74893
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.73082
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.74189
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.75742
(411.42, 14.53, 245.53) (379.85, 9.14, 266.42) (3.36, 3.31, 8.39) Truck 22.77741
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478783
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697013
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934821
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195394
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477452
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787832
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136679
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518292
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947912
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425334
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954087
(411.42, 14.53, 245.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577019
