¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236845
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955471
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476818
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990587
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45143
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93593
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47042
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31719
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30175
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.42719
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.4058
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.43202
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.42022
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.49748
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.58033
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.16366
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.21802
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415938
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594736
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786957
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994059
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217747
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460131
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72355
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010733
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3251
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670527
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051785
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47469
¦(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94627
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460563
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920882
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35417
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8293
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35244
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16026
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11866
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.27602
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.25511
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.57386
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.56181
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.63149
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.15998
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.1538
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.19362
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412868
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591495
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78343
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990263
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213655
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455682
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718725
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005484
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319324
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664173
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044757
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466889
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937572
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444577
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83439
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25981
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72592
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2387
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00836
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.995867
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.13112
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.11067
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.46124
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.44427
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.79288
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.77962
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.30938
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.19636
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409969
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588365
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780088
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986664
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209791
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451495
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714124
°(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000504
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313864
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658178
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038106
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459512
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929319
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373732
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750364
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16823
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62569
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1285
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.836788
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.813171
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.79157
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.847489
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.829724
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.813931
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.800098
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.63261
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.47162
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.49508
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407243
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585438
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776953
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983274
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206127
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44752
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709834
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995775
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308705
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652508
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031865
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452547
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919583
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338846
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678199
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07936
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52849
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.73047
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.705299
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.682145
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.660977
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.641779
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.698912
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.683475
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.705539
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.13824
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.12807
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.23638
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404662
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582693
«(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980055
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20268
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443791
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705752
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991364
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303856
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647178
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025975
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445987
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895816
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305182
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642031
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00618
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.630547
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.603836
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.579135
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.556419
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.535665
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.516851
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.573381
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.558281
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.680475
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.00745
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.997558
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.39163
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402289
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58011
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771232
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977089
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199466
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440281
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701966
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987208
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29934
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642167
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020452
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437932
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872693
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272827
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607188
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9686
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.508535
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.482294
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.45804
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.435742
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.415382
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.396935
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.452885
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.438104
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.657084
§(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.881892
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.872261
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.55374
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400052
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577707
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768628
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9743
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196429
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43705
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698404
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983358
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295074
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63751
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015303
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41769
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850226
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241692
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573707
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932459
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.469605
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.365617
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.341784
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.319885
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.299898
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.353537
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.337188
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.322711
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.635352
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.76133
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.838074
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.939989
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397939
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575474
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766251
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971716
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193642
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433988
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695117
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979749
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291174
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633196
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009096
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397978
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828416
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211756
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541519
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897786
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28371
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.45399
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.362899
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.344156
§(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.39973
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.383818
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.343404
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.305143
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.615256
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.645529
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.928682
(338.98, 7.60, 339.28) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.90018
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396022
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57341
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764017
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969335
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191056
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431221
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692094
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976452
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287527
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629202
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991723
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378889
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80723
