¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530427
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76029
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.36545
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223346
±(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461499
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719943
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005605
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345438
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623706
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911074
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222657
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561458
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976974
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47774
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885111
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33123
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85547
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85201
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93809
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30479
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.75335
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200264
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436507
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692789
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982455
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319885
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602927
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88862
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198282
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53497
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008658
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496337
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90543
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35348
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09384
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05999
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02491
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95835
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15535
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177444
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411767
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665914
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959419
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294456
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58258
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866628
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174461
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509075
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040273
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515701
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926542
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37661
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29485
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2755
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99592
ª(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6218
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57759
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154818
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387266
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639329
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936484
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269166
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562743
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845175
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151181
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48379
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071834
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535786
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948487
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43531
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4833
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49896
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96768
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29478
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02751
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1324
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363022
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6134
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91364
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243971
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543346
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824218
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12849
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492151
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103355
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556602
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971217
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65298
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67821
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73075
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94027
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98907
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99331
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110208
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33902
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592689
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890902
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218918
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524377
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803746
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106315
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519437
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134767
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578194
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994775
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87925
¨(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87984
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97125
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91368
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82038
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00739
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088261
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315279
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572073
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868288
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193993
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505859
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783808
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084702
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546594
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166084
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600539
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04007
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1145
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08851
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85607
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88787
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65506
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04976
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92065
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066517
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291785
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551543
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845814
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16921
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487838
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764303
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06361
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573664
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197381
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623655
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23882
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31937
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30455
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83447
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86289
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49302
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09675
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14612
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672521
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268552
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531144
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823439
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144557
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470243
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745338
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054239
™(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600633
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228496
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647524
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44478
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.508
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52831
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81352
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83867
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3469
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14768
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42446
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648818
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245543
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510838
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801153
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120077
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453098
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726846
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07771
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627481
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259534
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672187
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65838
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70287
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7602
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78107
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77003
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2214
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82822
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80021
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625319
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848105
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490642
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779055
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0957
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43639
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708814
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101039
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654222
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290445
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847998
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87993
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89275
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77352
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71062
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68894
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09793
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55342
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.20374
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602022
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822806
œ(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470568
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757046
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071526
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418187
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69126
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124281
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680836
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321218
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03543
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99021
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81208
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68027
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64153
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60954
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97648
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28524
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59985
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578932
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79774
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035637
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735176
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047451
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391576
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67421
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147373
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707299
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35183
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07875
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88931
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73269
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58858
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57386
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53488
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85702
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0235
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00569
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556048
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772908
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008603
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265635
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023557
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365232
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676704
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170331
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733603
(396.05, 12.04, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311872
