¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989407
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71899
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65115
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26255
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82254
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25194
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30937
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37057
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43559
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50457
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5775
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6545
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73616
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82286
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91395
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00945
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204662
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523981
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874492
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260897
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662506
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125308
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648544
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22625
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8157
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4483
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16205
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93145
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74507
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69913
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65104
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2289
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78643
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17703
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23384
†(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29439
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3588
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42823
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50175
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57936
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66106
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74707
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83736
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93209
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185923
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503434
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851894
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235977
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640264
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101083
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618154
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19119
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79223
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42192
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1322
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91164
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70985
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66272
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65184
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19745
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75272
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10652
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16397
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22518
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29021
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35914
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43206
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50898
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59002
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6753
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76491
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85891
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167134
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482857
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829267
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210961
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618045
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076832
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587148
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15623
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76893
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39577
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10259
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8923
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67529
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62657
‡(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65337
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16817
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70308
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81504
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93184
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08978
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22557
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29392
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36623
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44255
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52295
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60757
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69646
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78977
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148351
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462265
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806612
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185962
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595847
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052397
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556124
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12133
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74584
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36981
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07326
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86743
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64143
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59075
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62798
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14103
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40424
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51173
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6239
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74091
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86288
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0359
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2288
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37992
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45977
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54375
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63202
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72463
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129546
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441671
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783967
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160938
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573717
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024724
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525205
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08649
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72035
ˆ(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34414
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04419
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84659
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60828
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55522
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60461
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01989
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11877
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22211
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32993
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44246
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55974
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68204
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80943
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99739
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19598
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40267
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57144
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66346
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110712
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42104
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761306
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135902
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550287
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997112
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494309
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05174
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68096
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31868
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01538
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8264
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57581
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51997
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58325
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75083
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84589
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94529
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04906
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15738
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27035
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38812
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51087
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63873
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77816
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97484
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17959
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39273
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091891
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400426
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738645
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110913
ƒ(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522562
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96954
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463505
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01709
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64172
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29342
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9917
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80686
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54405
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48501
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39211
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49222
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58491
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68058
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78054
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8849
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99381
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10737
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22571
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34903
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47749
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61125
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76578
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96885
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073043
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379798
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715991
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08591
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494823
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942034
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432773
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98255
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6026
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26844
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97979
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78798
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51296
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45037
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10396
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19861
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29748
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40184
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51174
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62433
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7294
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83899
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95322
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07233
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19635
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32553
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46002
†(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60002
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054182
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3592
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693355
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060978
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467154
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914613
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402114
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948101
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5636
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24368
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96788
(347.20, 8.53, 312.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76978
