¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976331
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242304
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49076
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761171
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056526
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380383
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736973
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131466
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570072
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060568
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612629
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2384
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81218
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4829
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24484
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52944
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14718
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90231
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97608
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63474
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805003
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016995
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246285
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495065
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765872
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061681
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386078
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743258
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138389
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57779
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069242
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62242
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23476
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79923
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45896
€(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21758
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52854
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15242
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93304
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01488
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68522
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808503
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02075
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250392
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499545
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770749
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067019
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391891
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74969
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145526
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585745
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078141
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632452
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23108
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79512
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4358
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19125
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52766
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14446
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96465
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05482
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73725
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812095
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024635
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254584
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50411
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775726
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072451
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397873
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756261
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15284
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593908
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087297
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642785
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22797
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79168
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42348
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.184
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52681
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1367
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99716
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09589
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79073
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81579
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028618
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25888
‡(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508749
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780818
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078019
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403995
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763025
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160319
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602248
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096647
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653343
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22552
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78893
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42039
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1833
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52594
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12918
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03051
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13809
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84575
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819537
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032709
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263294
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513569
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786018
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083724
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410264
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769932
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167984
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610795
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106246
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664197
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22366
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78684
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41807
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2051
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52509
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12192
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06477
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18138
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90229
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823405
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036858
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267811
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518441
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791359
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089571
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416674
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777039
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175864
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61955
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116079
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675283
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22242
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78546
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41922
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25149
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52424
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16794
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09991
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22587
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96032
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827329
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041094
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272397
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523458
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796815
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095547
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423229
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784258
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183889
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628505
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126145
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686643
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22177
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78477
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43562
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29846
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52338
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23342
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.83198
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.80791
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.78699
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.76919
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.7545
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.7429
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831347
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045455
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277145
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528567
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8024
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101628
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429952
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79168
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1921
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637705
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136393
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698256
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22176
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7885
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45274
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34611
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55238
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2993
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.71956
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.69569
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.67494
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.6573
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.64275
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.71678
(338.19, 7.65, 336.93) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 12.07545
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835486
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049883
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28194
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533802
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808099
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10788
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43681
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799243
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200474
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647042
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146922
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710146
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22232
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80432
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47065
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39433
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57857
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36545
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.61175
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.58808
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.5675
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.55
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.53557
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.79543
(338.19, 7.65, 336.93) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.92258
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839662
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054398
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28684
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539126
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813914
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114281
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443818
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80696
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209062
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656609
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157637
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718031
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22777
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82083
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48929
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44319
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49916
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43199
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.50843
£(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.48493
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.46451
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.44716
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.43285
(338.19, 7.65, 336.93) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.8764
(338.19, 7.65, 336.93) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.77581
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843946
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059035
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291874
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54458
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81984
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12075
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450948
(338.19, 7.65, 336.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814854
