¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598463
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00622
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47476
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83174
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20963
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61722
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02112
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42762
ˆ(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78979
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17637
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57674
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91624
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34004
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25886
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20068
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53155
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87675
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22093
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57317
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94791
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186783
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51851
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808187
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075824
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362128
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669017
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998753
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46136
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81952
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19653
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60307
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02231
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42708
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78925
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17579
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58913
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95652
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44938
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38288
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29844
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63225
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97959
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32008
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67525
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188341
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538041
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822628
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091245
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378579
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686671
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01769
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4483
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80816
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18434
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58997
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02464
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42804
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79026
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17683
‡(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59025
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99915
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5618
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51057
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39967
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73808
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08116
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42464
(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78292
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272759
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427813
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593383
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770538
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960448
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164582
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384438
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619441
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871616
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145221
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443002
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768294
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135005
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54178
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993237
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491469
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05131
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69841
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45614
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36761
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33387
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8847
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38313
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278833
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434289
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600282
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777941
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968384
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173078
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393586
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631802
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885306
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160062
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459172
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785924
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153867
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562639
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016395
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522894
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08625
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74723
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52621
†(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49302
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47989
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13229
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51911
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.285164
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441028
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607459
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785632
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976619
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181924
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403128
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642093
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899484
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175428
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475899
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804235
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173395
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584227
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040409
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549734
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12346
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80973
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59823
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58291
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63074
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38956
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65969
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291739
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448025
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614945
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793587
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985183
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191114
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413064
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652804
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912613
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191346
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493232
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823169
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193591
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606596
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065229
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577509
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17964
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87392
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67227
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6725
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78667
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66155
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80495
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987548
ø(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455302
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622691
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801891
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994066
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200704
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423338
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663925
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924629
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207796
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51114
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842755
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214466
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629651
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090927
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617348
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23406
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93984
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74837
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7646
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94781
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97182
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12156
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142528
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630766
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810508
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003301
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210592
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434033
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67546
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937141
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221643
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529644
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862969
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236054
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653522
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121725
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663624
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28639
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00751
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82656
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85915
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11438
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31318
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61291
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.000684
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.149651
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639087
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819403
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012852
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220891
ñ(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445092
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687418
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9501
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235712
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547377
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883843
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258289
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678121
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163863
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711063
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34003
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07698
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90695
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9563
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30468
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75999
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13002
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0076
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157022
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316703
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828636
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022754
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231489
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456518
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699793
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963486
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250331
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563288
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905412
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281236
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715307
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2071
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759725
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39507
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14206
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98946
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05606
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53951
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23222
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67501
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014749
