¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25102
(407.32, 14.35, 246.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 14.94481
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81232
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901921
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130406
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376425
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637847
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923061
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235293
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578604
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957773
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365039
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814422
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316691
Ú(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881731
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52192
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.62834
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.60422
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.58226
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.65202
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.75211
(407.32, 14.35, 246.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.58358
(407.32, 14.35, 246.35) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 16.30679
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 13.76284
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 13.7412
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.44809
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53762
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904474
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133206
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38155
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643445
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929143
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241976
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585951
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965897
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377479
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828239
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332224
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89922
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5418
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.56667
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.46311
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.44145
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.42191
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.90245
(407.32, 14.35, 246.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.61136
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.604
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.04819
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.0259
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.04969
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39224
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907093
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136002
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384704
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64908
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935314
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248755
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59346
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974168
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390141
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842363
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347982
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917047
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56206
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29918
Ü(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.55664
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.52851
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.50257
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.47879
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24672
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57065
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.46322
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.32551
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.30539
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40181
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909709
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138854
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387782
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654843
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941584
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255661
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601016
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982563
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402979
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856663
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364071
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935191
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5827
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32287
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.80542
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.69284
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.66639
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.64214
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31084
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46562
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.80448
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.64112
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.62032
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41549
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912369
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141736
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390938
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660654
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947955
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262643
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608745
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991086
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415644
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87126
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380408
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953665
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60373
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34699
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.9948
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.86454
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.83756
â(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.81281
(407.32, 14.35, 246.35) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 13.87612
(407.32, 14.35, 246.35) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 14.88814
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.8822
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.86887
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 14.95243
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43319
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915073
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144651
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394088
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666022
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954432
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269733
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616533
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999742
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425281
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886076
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397063
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972447
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62508
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37152
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.19338
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.04405
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.01651
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.99124
(407.32, 14.35, 246.35) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 14.57463
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.83163
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.81585
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.27564
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.30302
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45495
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91778
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147628
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39732
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669538
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960987
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276935
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624501
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008535
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435079
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901146
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413955
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99155
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64681
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39646
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.40174
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.23182
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.2037
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.17788
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.81313
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.96962
Ü(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.75267
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 12.7395
(407.32, 14.35, 246.35) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.67359
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4808
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80973
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920535
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150611
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400579
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673078
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967628
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284225
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632507
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017443
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444985
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916452
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431124
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01096
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66892
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42186
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.62056
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.42838
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.39963
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.37324
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 12.00933
(407.32, 14.35, 246.35) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.67308
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.20694
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.17954
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 14.6219
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51077
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87572
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923337
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15363
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403866
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67667
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974382
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291606
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640672
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026468
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455006
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932001
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448578
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03067
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69138
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44767
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27868
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.63426
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.60486
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.57786
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 12.21447
(407.32, 14.35, 246.35) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 15.25881
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.97536
á(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.76612
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.724751
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.726773
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.729722
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.733596
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.738401
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.744142
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926147
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156689
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407211
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680286
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979143
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29914
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648943
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035617
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465234
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945191
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466299
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05071
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7142
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47391
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30783
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.94912
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.81997
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.79232
(407.32, 14.35, 246.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 12.4291
(407.32, 14.35, 246.35) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.00181
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 14.70197
(407.32, 14.35, 246.35) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 14.41029
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.490579
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.492298
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.494895
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.498373
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.502734
(407.32, 14.35, 246.35) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 4.507983
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928978
