¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696327
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540272
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916642
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334259
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800188
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323226
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914431
¹(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61975
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44853
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42019
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29839
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96795
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71154
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62043
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24062
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3484
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11398
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86866
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46711
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885201
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183815
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523063
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897582
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313031
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776434
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296506
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884081
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5717
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39248
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35401
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19988
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87288
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60587
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52683
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05022
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14024
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88781
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70368
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42864
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875554
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171774
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505767
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878439
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291746
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75261
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269653
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853634
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52353
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33637
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28794
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09552
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78001
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50274
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43449
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8658
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93898
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66935
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49569
º(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39137
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865878
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161172
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488372
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859198
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270318
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728669
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242691
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823069
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48342
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28031
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22189
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99349
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67593
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40198
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34339
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75689
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7583
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52153
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35723
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35526
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856093
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150461
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47281
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839892
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248862
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704637
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215662
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792408
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44837
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2243
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15594
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89376
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56516
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30364
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25355
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62915
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64587
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39903
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22327
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32034
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846259
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139763
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461035
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820462
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227296
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680543
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188528
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761698
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41327
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16832
¸(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09012
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79623
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.457
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19264
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15913
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47164
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48616
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28043
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09366
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28254
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836379
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128983
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448392
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801065
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205636
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656353
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161317
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730876
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37813
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11991
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02444
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70091
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35136
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08063
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02872
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31746
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31486
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15139
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96829
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90132
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826462
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116369
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432316
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784807
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183936
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632113
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134071
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700016
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3429
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07934
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95891
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60771
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25784
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13462
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94676
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1666
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1488
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96867
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84705
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814043
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101709
½(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416259
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768486
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162193
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607796
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106743
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66909
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30765
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03874
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89352
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52843
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30609
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1896
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96171
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01893
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98778
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79167
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71391
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800614
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087025
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400171
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752126
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143186
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583423
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079386
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638153
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27232
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99812
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83678
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57176
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35512
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21904
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97784
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87439
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83166
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64753
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25769
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04025
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0215
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00121
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.98524
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.86053
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787161
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072347
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384078
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735678
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125017
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559036
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051972
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607173
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.237
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95754
Ç(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78962
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61582
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40494
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23463
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99516
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84485
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70134
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53846
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.88706
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.85833
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83973
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81962
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80379
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79222
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.65191
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773691
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057669
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368371
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719198
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106758
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537035
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02452
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576118
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20165
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9169
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74246
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66059
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45565
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25131
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01372
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82112
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60555
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43271
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71207
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68357
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66514
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64519
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62949
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61803
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.4562
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760221
(381.32, 13.93, 262.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042971
