¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180415
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.45144
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.44085
«(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.43269
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.42697
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.42367
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.42279
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.42434
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.42831
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545512
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7616
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990126
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238775
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510287
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807893
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13547
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498298
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455911
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940105
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483435
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10739
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8215
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64441
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.56951
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.55895
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.55086
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.54523
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.54204
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.5413
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.54301
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.54716
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548728
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761638
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990149
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238801
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510315
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807922
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135504
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501408
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459936
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940839
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48082
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1044
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81808
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64264
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.598
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.68179
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.67377
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.66823
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.66516
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.66457
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.66644
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.67078
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551031
—(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761711
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990229
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238887
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510409
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808027
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138432
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50436
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464051
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941702
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47835
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10158
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8148
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63628
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59559
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.80954
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.8016
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.79616
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.79323
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.79278
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.79483
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.79937
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551144
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761835
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990363
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239034
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510568
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809562
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141355
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507391
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914604
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942747
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475944
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09886
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81167
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62666
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57743
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.94241
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.93456
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.92923
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.92643
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.92615
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.92838
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 12.93314
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.29898
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.25723
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551305
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762009
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990553
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239241
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510901
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812971
¬(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14416
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510504
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918075
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943906
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476423
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09628
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80871
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61729
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55948
(423.56, 14.74, 252.54) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 13.08062
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.1087
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.0763
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.04659
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.01956
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.99516
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.98805
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.93403
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.89685
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.50661
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551514
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762234
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990797
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239506
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514053
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815764
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147037
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513692
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921631
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945242
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477911
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0938
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80587
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60817
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54178
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.13213
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.12369
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.11782
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.11451
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.11375
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.11555
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.11992
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.46137
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.44565
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.25667
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.75809
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551768
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76251
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991097
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241452
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517261
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818433
²(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149981
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51696
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925276
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946708
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479557
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09146
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80318
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5993
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52436
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.26842
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.26006
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.25429
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.25111
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.25052
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.25251
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.25708
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.52721
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.51141
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.49944
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.72632
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552072
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762839
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991886
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244428
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519971
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821163
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152997
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520305
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929009
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948311
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481372
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08927
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79842
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59068
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51103
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.41017
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.4019
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.39625
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.39321
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.39279
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.39497
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.39977
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.59734
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.58146
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.56942
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.56121
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55242
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763216
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994658
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247451
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522513
°(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823958
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156082
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523728
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930864
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950054
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483327
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08718
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7912
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58233
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50127
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55021
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54945
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54392
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54104
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54079
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54319
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.54822
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.67182
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.65586
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.72083
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.63548
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552817
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765195
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997472
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250115
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525113
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826816
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159235
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527227
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931496
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951949
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485486
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08871
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78417
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57421
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49181
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49617
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.70295
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.69756
(423.56, 14.74, 252.54) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.69483
(423.56, 14.74, 252.54) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 13.92786
(423.56, 14.74, 252.54) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 13.90473
(423.56, 14.74, 252.54) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 13.88438
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.75074
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.73469
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.79989
(423.56, 14.74, 252.54) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.80535
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553703
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767821
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00033
(423.56, 14.74, 252.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252539
