¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(379.16, 15.97, 292.46) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.684371
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29009
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619296
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878615
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129889
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401735
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696664
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017722
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400478
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815603
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212193
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648063
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12936
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65629
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90205
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45008
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89233
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49271
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26684
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37275
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614346
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870583
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121208
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392307
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686422
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022061
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406044
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815698
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212291
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648248
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12953
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67183
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93045
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51335
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96301
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5592
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34623
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45707
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60935
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862672
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112667
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383094
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677729
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027184
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411687
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816201
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212804
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648775
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13016
Ä(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73739
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95765
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58798
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03443
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6268
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4269
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54313
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604388
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854958
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104337
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37407
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682478
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032398
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417453
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816984
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213683
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649749
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13365
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8129
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9953
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.23705
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19714
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16056
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12729
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.09729
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.07052
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.04696
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0266
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599444
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847408
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096187
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367608
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687332
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037722
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42331
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818118
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214942
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651146
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16136
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88869
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08888
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.17994
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14017
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.10374
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.07059
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0407
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.01404
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.99058
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9703
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594456
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840012
½(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08822
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372101
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692277
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043148
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429278
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819585
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216548
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652898
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18948
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96469
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1829
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79081
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25299
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.52727
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.44645
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.36959
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2966
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.22742
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16195
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589514
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832799
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083045
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376723
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697283
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048662
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435357
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821416
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218549
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675255
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21806
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0409
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22119
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85352
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32731
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90769
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76277
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00071
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584562
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82574
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087356
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381378
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702391
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054256
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441529
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823567
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220925
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701175
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24705
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1173
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24852
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91679
É(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40231
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98062
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07072
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.03157
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.99665
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.96593
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.93937
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.91695
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579602
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821146
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091714
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386105
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707604
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059967
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447843
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826078
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235851
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727478
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27651
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19386
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27546
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98063
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47176
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05458
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.01387
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97483
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.94002
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90939
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88292
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.86057
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84233
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.82819
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574684
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82525
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096156
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39094
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712898
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065765
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454243
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828888
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259831
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754166
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30639
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27047
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30209
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04497
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53528
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12962
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02874
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3237
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.22537
½(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567738
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825022
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100622
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395837
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718217
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071652
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460741
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836761
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284154
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781235
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33671
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29553
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32835
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10987
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59966
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20573
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12009
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42446
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560493
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817003
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093856
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395689
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723692
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077646
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467303
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859015
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308817
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808696
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36747
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31721
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78871
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17532
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66494
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28294
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21284
(379.16, 15.97, 292.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52702
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596005
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867381
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161157
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473178
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815197
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191742
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608105
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070971
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588418
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17054
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58144
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95813
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36495
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80148
(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06177
Ë(379.15, 15.99, 291.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20174
