¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041591
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453797
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644019
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849169
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071043
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311642
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573498
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85941
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172763
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517648
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889787
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307806
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775652
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30126
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789878
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21732
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71333
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44145
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08991
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78549
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.99822
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.97366
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.95172
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.75559
(356.03, 7.12, 354.75) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 17.22205
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.6189
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.58589
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.55718
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271811
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448274
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638081
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842749
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064115
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304154
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565306
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850456
£(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16293
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506827
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879189
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290572
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75639
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27959
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78635
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21348
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68177
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32628
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00346
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68874
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.91938
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.89505
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.87331
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.69055
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.0882
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.05273
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.02148
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.99441
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266826
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442921
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632324
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836558
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057392
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296884
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557384
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841784
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153433
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496346
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869006
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274826
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737644
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258494
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783851
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21073
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67877
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21435
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91965
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59498
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.844
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.81988
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.79834
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.62792
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.55317
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.51943
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.48979
(356.03, 7.12, 354.75) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.46422
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262027
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437717
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626746
¢(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830553
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050896
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289798
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549708
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833395
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144238
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486199
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859233
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263958
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719393
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237944
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782341
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20909
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67694
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19203
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8384
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56413
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.77197
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.74806
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.72671
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.56765
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.23862
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.16544
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.0962
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.03082
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257357
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432706
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621343
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824719
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044598
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282968
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542266
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825262
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135339
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476408
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849827
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253566
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702857
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218029
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781829
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20855
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67635
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19139
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76981
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56601
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.70322
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.6795
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.65834
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.5097
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.22012
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.20568
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.19441
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.18632
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252797
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427883
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61614
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81909
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038504
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276361
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535089
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817404
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126696
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466894
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840848
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243597
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691738
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198647
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779548
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20911
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67694
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19204
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72238
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56936
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.63767
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.61414
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.59421
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.45402
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.25162
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.23712
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.22581
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.21767
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.248442
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423203
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611099
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813672
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032628
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270011
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528158
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809855
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118387
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457753
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832263
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234046
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681133
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181434
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758246
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21072
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67875
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16687
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68936
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57413
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.57524
¡(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.55189
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.53398
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.40059
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.28642
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.27186
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.2605
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.25232
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244237
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418654
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606218
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808426
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026977
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26385
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521448
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802538
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110387
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448953
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822946
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22499
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67102
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170055
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737624
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21345
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66494
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13832
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65803
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51144
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.51587
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.49269
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.47665
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.34936
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.32457
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.30995
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.29853
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.29029
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240169
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41432
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601555
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803384
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021501
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25792
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515001
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795485
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102657
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440451
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813559
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216333
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661354
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15926
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719889
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20936
§(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64023
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11131
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6284
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39855
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.45948
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.43646
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.42216
(356.03, 7.12, 354.75) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.30029
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.36609
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.3514
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.33992
(356.03, 7.12, 354.75) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.33163
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.236281
(356.03, 7.12, 354.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410123
