¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(423.45, 14.88, 246.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838678
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01219
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78011
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56291
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41398
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7511
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45017
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66885
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58494
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53074
¡(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50104
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4754
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45381
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43624
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42269
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41313
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40755
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765233
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982816
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218728
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475353
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755745
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062468
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883737
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276582
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712422
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198626
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744311
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33998
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01198
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77987
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54941
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45615
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91234
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56156
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76422
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71024
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84391
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.82327
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.80673
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.79426
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78586
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78152
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78122
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78498
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76538
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982976
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2189
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47599
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756047
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0628
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885262
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278277
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714334
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200766
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746703
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34008
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01209
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77997
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54648
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50424
Š(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07638
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66535
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85798
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00289
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.99424
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.23335
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765581
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983193
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219136
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476386
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756424
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063212
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886936
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280128
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71639
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203051
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747437
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34041
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01247
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78041
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58871
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55334
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24327
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74922
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95444
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04404
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.96088
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.18887
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765837
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98347
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21954
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4768
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756877
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06371
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401247
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28212
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71858
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205486
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747973
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34101
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01317
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7841
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63177
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60334
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37581
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83538
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07888
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92076
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.92897
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.14636
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766146
ü(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983804
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220302
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477283
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757406
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06429
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401888
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284195
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720903
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208115
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748771
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34189
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01416
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78846
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67561
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65433
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30927
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78842
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32608
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80094
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.89851
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.10579
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766508
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984196
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22112
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477837
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758011
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064954
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403281
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286398
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723366
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210861
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749749
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34303
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01544
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79308
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72027
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73909
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24377
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70704
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24171
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68457
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.86949
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.06715
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766926
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984762
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221708
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478461
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758692
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065702
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404363
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777017
‰(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725982
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213779
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750996
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34442
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01705
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79792
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73099
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87434
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17923
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62733
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14472
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57152
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.84191
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.03044
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767397
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985623
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222342
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479153
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759448
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066532
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405541
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778322
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728694
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216824
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752485
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34606
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0189
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80305
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73698
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82244
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11563
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54918
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05044
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46174
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.81575
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.99564
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767922
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98654
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223042
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479914
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760281
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067761
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406811
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779727
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731597
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220033
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754175
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.348
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02112
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80845
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74325
†(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79631
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05304
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47264
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95882
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35511
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.79101
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.96274
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768571
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98751
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223804
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480743
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761188
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070122
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408175
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781237
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195551
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22341
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756128
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35019
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02359
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81407
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74897
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78703
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99139
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39761
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86981
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.40256
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.76769
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.93175
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769516
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988342
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224629
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481642
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762171
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071885
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409633
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782852
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197348
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226965
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758288
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35264
(423.21, 14.89, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02639
