¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰ (401.81, 14.10, 245.91) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.552464
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.83976
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.82487
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.46118
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165165
õ(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400446
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655771
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933721
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234865
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556862
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911955
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.693095
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.665837
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.640254
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.616322
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.594016
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.573312
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.554188
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.536627
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.520609
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.50612
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.493146
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.505929
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.661767
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.74026
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.72549
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.43966
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161708
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396745
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651738
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929294
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22987
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551402
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909709
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.738855
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.711431
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.685693
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.661615
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.639173
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.618342
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.599103
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.581433
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.565318
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.55074
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.537685
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.52614
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.655436
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.64493
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.63026
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.4186
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15837
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3931
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647754
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924969
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224989
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546056
ÿ(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90758
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.78669
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.759093
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.733193
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.708964
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.686378
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.665417
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.646056
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.628273
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.612055
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.597384
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.584245
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.572626
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.649239
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.58713
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.57509
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.39802
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155015
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38948
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643849
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920692
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220214
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542012
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905536
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.836659
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.808881
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.782812
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.758423
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.735691
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.71459
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.695101
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.677203
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.660878
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.646109
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.632884
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.621186
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.643174
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.06745
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.05504
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.3779
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151751
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385943
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639991
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916487
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215547
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54024
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903579
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.888824
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.860858
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.834611
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.810058
ü(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.787169
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.765924
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.746303
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.728281
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.711845
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.696975
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.683657
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.671878
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.637245
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.58363
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.57082
(401.81, 14.10, 245.91) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.56107
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95796
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94857
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94386
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94381
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94843
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148525
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382461
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636206
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912385
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211015
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538543
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901682
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.943249
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.915087
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.888654
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.863928
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.840878
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.819483
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.799722
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.781573
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.765019
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.750043
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.73663
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.724766
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72318
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.00093
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145335
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379003
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632468
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908324
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207165
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53692
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899899
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.000001
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.971633
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.945009
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.920101
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.896882
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.875331
Û(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.855425
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.837142
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.820467
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.80538
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.791867
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.779916
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70894
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.98232
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142235
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375625
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628803
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904331
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205174
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534987
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898075
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.059155
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.030575
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.003749
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.978652
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.955259
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.933545
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.913487
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.895065
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.878263
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.86306
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.849443
(401.81, 14.10, 245.91) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.8374
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69506
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.96456
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139168
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372325
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625179
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900407
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200884
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530295
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892883
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293836
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739558
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175641
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587942
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04111
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54139
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42772
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79784
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47248
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22756
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73745
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80198
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6815
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.95997
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13619
¸(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369046
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621655
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89652
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196661
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525646
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887778
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288212
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733266
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170253
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5821
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03467
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53428
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49737
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70479
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34807
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08866
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67926
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79204
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66827
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.96006
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133242
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365843
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618198
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892726
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192531
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521127
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882756
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282633
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727075
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165427
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576756
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02884
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53793
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56694
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61439
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22715
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95377
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60859
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78239
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65541
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.96482
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130322
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362713
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614778
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889021
(401.81, 14.10, 245.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188464
