¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.482094
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.573942
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.221365
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72704
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70235
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99185
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54355
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0237
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.20224
û (382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.338794
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.485425
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.643248
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.813557
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.997847
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.197863
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.415655
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653648
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.920841
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.209793
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.529732
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.885848
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.208695
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.59592
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.073523
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.61701
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.261917
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79954
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76347
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04079
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6385
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02258
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.214673
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.352115
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.499731
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.658651
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830185
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.015848
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.217414
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.436961
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.682603
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.94717
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.238851
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.561964
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.921794
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.241337
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.630074
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.1122
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.661163
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957338
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8566
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8263
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13247
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73629
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02394
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.227311
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.36566
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.51428
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.674319
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.847104
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.034171
õ (382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237319
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.458661
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.707017
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.974003
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.268477
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.59484
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.955689
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.27481
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.66631
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.151813
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.70642
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01828
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91091
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89086
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2463
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83689
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02782
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.240154
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.379426
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.529073
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.690254
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.864315
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.052814
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.25758
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.480817
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.731882
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.001344
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.29868
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.628375
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.9856
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.309126
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.704515
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.192385
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.752802
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08072
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9667
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97532
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36318
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94041
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03422
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.253202
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.393418
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.54411
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.706456
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881819
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.071783
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.278201
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.509716
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.757202
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.029198
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.329463
ú (382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662573
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.016359
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.344297
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.743694
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.233923
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.800325
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14472
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02394
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07682
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48318
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04695
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04312
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.266457
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.407633
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.559391
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.722926
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.899619
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091076
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.299181
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.53324
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.782982
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.05757
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.360837
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697445
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.047981
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.380339
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.783864
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.27645
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.849013
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21037
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09837
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16924
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58236
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06513
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05456
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.279919
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.422074
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.574919
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739666
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917715
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.110699
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.322387
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.557179
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.809227
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.086468
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.392808
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.733
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.080476
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.417263
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825042
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.319977
ã (382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.898881
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27759
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18924
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26419
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67139
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07739
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17427
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.293589
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.436741
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.590694
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.756676
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.93611
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.130651
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.349381
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.581534
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.835941
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115896
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.425379
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.769245
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.113858
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.455083
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.867241
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.364517
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.949949
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35575
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28244
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36169
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76292
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09192
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.307465
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.451634
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.606717
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.77396
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.954805
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.150935
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.372051
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.606309
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863127
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.145858
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45856
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.806189
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.148144
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.493814
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.910486
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.410094
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667013
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43478
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37802
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46187
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85701
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2314
ü (382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321549
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.466753
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.622988
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.791516
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.973801
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.174647
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.395098
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.631509
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.890791
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.176361
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.49236
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.843843
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.183348
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.533471
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.954788
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.45672
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738464
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51537
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47603
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5648
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9537
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39384
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.335843
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.482102
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.639509
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.809347
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.993101
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.200205
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.418528
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.657137
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.918937
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.207411
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.526783
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.882217
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.219484
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.574069
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.000171
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.504413
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817772
(382.70, 10.80, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59802
