¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(378.40, 15.16, 277.66) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.94288
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57057
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2291
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58921
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.951864
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121768
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303157
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498991
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711006
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941246
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192144
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462118
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757857
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087221
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435678
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832112
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285557
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790498
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355175
Â(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.981222
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69158
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51185
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44599
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43148
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80906
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43268
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51223
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05392
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58888
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.946644
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.116461
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297441
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492815
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704317
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93397
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184212
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453671
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748475
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077365
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424797
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817811
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269622
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773803
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336226
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961885
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66998
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49077
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42313
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4005
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.773
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3888
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45702
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88349
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59308
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.941546
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111298
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291881
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48681
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697812
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926897
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176498
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445478
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739487
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067852
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414295
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803893
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254119
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757495
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317862
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943247
Ñ(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64918
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47142
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17978
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3635
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73871
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34711
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44468
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71765
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60177
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93657
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.10628
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286477
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480973
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69149
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920026
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169003
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437542
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73078
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057683
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40417
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790351
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239052
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741686
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300082
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925307
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62946
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44817
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15686
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32793
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.10571
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30758
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48986
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5563
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51497
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.29374
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.0014
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931714
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.101407
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281229
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475306
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685353
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913358
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161728
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429862
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722355
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047747
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394421
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777188
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224414
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72638
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282886
ì(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908058
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61202
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42586
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13517
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29377
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.91656
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.05311
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.01942
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.99244
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.97699
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.98051
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.5733
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926982
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096678
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276137
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469806
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679399
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906891
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154672
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422435
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71421
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038105
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385049
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765615
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210202
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711209
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266264
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891498
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59299
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17152
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1147
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26103
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 15.01348
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23505
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54891
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08031
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2587
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.68229
(378.22, 15.12, 276.83) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 14.67281
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.922371
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091887
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.271202
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464479
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67363
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900625
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147834
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415265
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706346
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028758
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376051
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755638
Î(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196422
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69566
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250221
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875625
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57476
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14891
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09545
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22968
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61926
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20197
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51245
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09165
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12703
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.917882
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.087059
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266424
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459318
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668044
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894557
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141214
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408347
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698761
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019704
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367427
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746076
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183064
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680591
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23475
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860432
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55731
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12734
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07741
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1997
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59374
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.171
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47781
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10661
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97597
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.913517
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.082365
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261801
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454328
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662642
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88869
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134814
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401684
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691455
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010947
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359176
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736929
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170135
Ö(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666004
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219848
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844694
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25009
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10667
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06057
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17109
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56993
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14211
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44498
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12525
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87818
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909275
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077806
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257337
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449507
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657423
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883026
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128632
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395275
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684428
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002483
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351295
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728195
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157625
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651899
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205516
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.828321
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2331
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08701
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04492
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14387
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54782
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1153
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41398
(378.22, 15.12, 276.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14758
