¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714437
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326818
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419535
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840784
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.40005
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03638
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7707
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64205
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69908
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95167
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47893
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42176
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13599
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.2532
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154552
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328835
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515082
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715971
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933268
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16896
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4231
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70041
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004239
ö(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331533
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685295
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070145
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497358
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794059
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.933037
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467925
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11394
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86155
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75515
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83404
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11707
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68542
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68349
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.54708
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99582
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175775
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350617
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538528
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741316
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960683
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198778
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457736
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738247
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04571
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374824
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727555
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116924
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549346
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032263
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308332
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.537445
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19345
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9548
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87142
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97303
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28781
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89935
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96613
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.97295
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1966
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372728
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562353
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767013
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988534
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229029
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490903
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776761
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08769
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414389
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770687
ƒ(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164656
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602468
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091726
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642011
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855699
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27578
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05052
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99096
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11621
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45965
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12087
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2665
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.42956
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217507
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395174
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586564
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793164
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016838
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259763
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524432
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813873
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12704
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454309
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814703
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213394
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65672
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152521
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710564
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34323
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53386
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14917
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11387
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26268
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63616
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35038
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55424
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92292
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238703
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41797
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611092
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81966
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045579
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290988
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55851
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851188
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16414
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495037
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859589
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263125
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712168
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214654
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780697
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42301
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1686
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30997
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24012
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41031
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82617
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58838
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85342
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42828
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260198
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441092
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636011
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846571
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074769
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322739
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593178
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88916
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201898
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536549
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905398
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313919
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768756
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278175
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852435
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5047
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26911
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92279
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3702
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56881
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02257
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83792
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19909
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95971
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281988
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464527
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661276
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873922
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104399
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354956
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628355
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927739
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240419
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578839
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952103
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365741
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82659
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343116
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925872
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58838
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37214
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30278
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82086
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73223
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22563
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09328
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63401
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.52008
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304101
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488294
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686922
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901657
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134475
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387722
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664141
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27963
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621989
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999743
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418655
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885654
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40947
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00097
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67407
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47775
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42672
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54959
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06915
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43569
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35824
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09091
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15229
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.74574
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.72872
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.73208
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.74522
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326492
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512419
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71294
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929792
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165024
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420996
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700511
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00451
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319588
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665936
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048322
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472617
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945952
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477318
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07784
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76183
Å(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58609
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55399
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70127
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08256
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76639
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63329
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.52877
(376.98, 16.31, 288.39) (404.34, 8.68, 306.95) (0.81, 2.16, 0.81) Human 22.45476
(376.98, 16.31, 288.39) (404.34, 8.68, 306.95) (0.81, 2.16, 0.81) Human 22.48459
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.78635
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.75179
(376.98, 16.31, 288.39) (405.71, 8.86, 307.88) (0.81, 2.16, 0.81) Human 23.72817
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349178
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536875
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739346
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958379
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19603
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454797
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737473
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041638
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360276
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710728
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097888
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527719
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007575
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54664
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15642
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85421
(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69714
