¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662045
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65867
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18487
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.27801
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.22335
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.17138
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.29703
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.42997
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.38833
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.34904
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.31205
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.27731
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.2448
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.21448
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.18632
û(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.16029
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.50428
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037226
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270242
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523293
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79902
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10051
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431491
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796454
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200809
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626448
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078699
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556351
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08913
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68476
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2137
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.26939
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.2148
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.1629
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.28914
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.42209
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.38051
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.34127
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.30432
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.26964
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.23717
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20689
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.17877
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.15278
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.49099
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041969
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27539
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528878
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805091
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107166
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438808
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804538
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209788
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641382
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080651
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558542
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09164
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68985
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24351
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.26306
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.20851
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.15666
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.28286
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.4163
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.37475
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.33555
ş(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.29864
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.26399
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.23155
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20131
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.17322
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.14725
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.48011
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046727
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280521
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534487
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811224
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113883
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446228
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812715
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218852
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651946
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082945
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561104
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09448
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69305
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27434
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.25899
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.20448
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.15265
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.27819
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.6586
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.06801
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.50975
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.04459
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.07536
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.10869
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.14458
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.18303
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.22414
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.26789
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051506
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285742
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540154
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817383
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120642
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453671
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820941
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228004
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65473
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085564
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564024
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0977
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69671
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3062
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.25718
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.20268
Ì(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.15087
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.27513
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.65533
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.0645
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.50597
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 12.9836
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.5019
(435.32, 13.96, 293.02) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.86634
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00741
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58429
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056371
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29099
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545858
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823634
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12749
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461162
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829268
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237229
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66832
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098749
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576101
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1084
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70556
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31364
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81787
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37512
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99022
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67242
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30297
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95658
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67599
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44431
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97854
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48368
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02349
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60139
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60393
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061245
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29627
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551603
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829919
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13439
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468771
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837657
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246532
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678564
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114138
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593185
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12754
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72708
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34511
·(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85184
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40848
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02265
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70362
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35878
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00867
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72344
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51316
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02156
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52013
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05237
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6222
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24365
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066149
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30163
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557436
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836263
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141346
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476418
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846096
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249914
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682291
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12994
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610735
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14712
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74913
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34924
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88756
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44775
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06599
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76293
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45902
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11841
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84403
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65548
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2126
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72269
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26757
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85082
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40307
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071107
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306986
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563274
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842649
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14834
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484128
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85465
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253433
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686238
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146059
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628696
¸(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16718
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76152
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35033
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92469
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48851
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11103
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82597
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5627
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23192
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96887
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80291
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41111
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93332
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49149
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03629
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56696
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076141
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312405
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569164
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849078
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155398
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491906
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863197
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25709
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690305
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162567
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64706
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18773
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76312
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35212
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96317
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53085
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15776
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89108
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6698
