¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(435.41, 13.95, 292.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20796
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.526905
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.51066
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.495242
› (435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.480639
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.466826
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.453794
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.441532
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.430019
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.41925
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.409209
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.399887
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.391278
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.383371
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.376154
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.369627
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.36378
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.358601
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.354096
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.350255
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.347072
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.344548
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.345093
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.352058
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.365925
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.387718
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.4195
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.465654
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.564194
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.547045
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.530741
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.515272
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.500613
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.486755
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.473683
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.46138
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.449837
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.439034
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.428967
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.419624
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.410992
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.40307
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.39584
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.389304
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.383451
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.378275
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.373772
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.369938
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.366771
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.36426
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.364869
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.372325
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.387212
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.410811
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.445778
œ (435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.498383
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.593449
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.576201
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.55981
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.544256
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.52952
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.515595
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.502456
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.490093
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.47849
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.46764
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.45753
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.448152
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.43949
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.431537
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.424294
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.417739
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.411878
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.406698
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.402199
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.39837
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.395213
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.392722
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.393444
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.401715
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.418352
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.445143
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.486177
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.553488
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.634779
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.617401
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.600883
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.585214
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.570375
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.556348
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.543119
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.530676
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.519003
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.508092
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.497921
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.488492
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.479789
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.471806
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.464535
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.457964
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.452089
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.446911
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.442414
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.438603
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.435465
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.433006
Ÿ (435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.433925
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.44367
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.463552
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.496749
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.552361
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.695156
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.677603
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.660936
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.645123
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.630151
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.616006
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.602674
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.590132
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.578374
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.567393
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.557162
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.54769
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.538948
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.530942
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.523654
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.517085
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.511225
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.506062
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.501597
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.497828
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.494749
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.492351
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.493749
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.506754
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.5346
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.588035
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.800844
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.783219
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.766494
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.750654
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.735679
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.721543
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.708236
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.695752
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.684067
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.673185
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.663082
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.653737
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.645169
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.637348
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.630277
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.623948
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.618335
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.613453
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.609298
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.605858
¿(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.603139
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.601122
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.604976
(435.34, 13.94, 292.90) (440.02, 8.24, 273.93) (0.81, 2.16, 0.81) Human 3.638055
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012933
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242379
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491372
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762409
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052686
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36734
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712943
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094254
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516969
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988114
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502476
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06791
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7071
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36702
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06747
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91788
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78948
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63616
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5896
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83726
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41148
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016371
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24611
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495399
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766811
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058518
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373724
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720022
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102033
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52561
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995738
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499049
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06402
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70271
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37289
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07406
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87943
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73649
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53958
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46288
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5883
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20894
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019832
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249886
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499505
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771282
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064463
ş(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380231
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727172
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10997
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534415
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002575
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495821
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06042
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69864
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37938
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08143
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87847
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65284
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44571
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.81991
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.77558
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.7337
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.69422
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.6571
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.62229
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.58978
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.55951
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.53147
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023372
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253693
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503641
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775808
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070512
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386877
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734476
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11806
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542155
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008265
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498091
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05716
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69491
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38652
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.65908
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.60145
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.54663
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.68754
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.77385
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.72985
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.68827
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.64908
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.61224
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.57771
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.54545
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.51543
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.48762
(435.34, 13.94, 292.90) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.21268
(435.34, 13.94, 292.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026953
