¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(330.27, 7.30, 364.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93794
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.951042
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.934276
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.918413
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.903435
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.889326
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.876071
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.863658
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.852073
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.841303
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.831338
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.822168
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.813783
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.806175
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.799338
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.793262
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.787943
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.783377
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.779557
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.776479
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.774142
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.772543
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.771681
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.771554
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.104025
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.082137
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.061268
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.041397
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.022499
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.004552
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.98754
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.971443
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.956244
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.941926
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.928474
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.915874
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.904114
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.893181
ì(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.883064
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.873753
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.865238
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.857511
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.850563
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.844389
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.838981
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.834336
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.830447
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.827312
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.824927
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.823289
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.822398
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.822253
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.161303
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.139088
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.117907
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.097737
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.078554
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.060338
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.043069
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.026728
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.011297
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.99676
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.983102
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.970308
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.958365
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.947261
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.936985
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.927526
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.918874
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.911021
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.90396
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.897681
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.892181
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.887454
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.883493
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.880297
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.877861
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.876183
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.875262
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.875097
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.221045
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.198489
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.17698
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.156499
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.137019
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.11852
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.100982
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.084385
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.068713
ë(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.053947
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.040073
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.027077
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.014943
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.003661
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.993218
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.983604
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.97481
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.966825
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.959643
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.953257
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.947659
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.942844
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.93881
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.935548
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.933059
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.931339
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.930386
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.9302
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.283383
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.260468
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.238619
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.217812
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.198021
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.179226
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.161407
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.144544
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.128619
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.113614
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.099514
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.086304
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.073971
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.062501
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.051885
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.042109
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.033165
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.025042
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.017735
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.011234
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.005535
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.000629
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.996515
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.993186
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.990641
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.988875
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 3.987889
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 3.98768
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.348457
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.325168
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.302962
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.281813
ì(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.261697
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.242594
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.224481
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.207338
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.191148
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.175892
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.161557
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.148125
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.135582
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.123917
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.113117
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.103172
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.094071
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.085804
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.078365
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.071745
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.065938
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.060938
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.05674
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.05334
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.050735
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.048922
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.047899
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.047666
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.416422
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.392743
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.370162
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.348657
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.328201
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.308774
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.290352
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.272917
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.25645
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.240932
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.226349
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.212683
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.199923
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.188052
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.177061
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.166938
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.157672
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.149254
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.141676
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.134931
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.129012
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.123911
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.119626
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.116151
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.113483
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.11162
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.110559
ë(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.1103
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.487441
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.463351
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.44038
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.4185
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.397689
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.377923
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.359178
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.341437
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.324679
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.308886
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.294044
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.280134
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.267143
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.255058
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.243866
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.233556
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.224117
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.215541
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.207818
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.200941
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.194902
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.189697
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.185319
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.181765
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.179031
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.177114
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.176013
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.175726
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.561696
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.537177
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.513795
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.491524
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.470339
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.450216
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.431134
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.413072
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.396009
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.379929
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.364814
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.350648
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.337416
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.325106
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.313703
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.303197
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.293577
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.284833
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.276958
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.269942
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.263779
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.258463
ç(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.253988
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.25035
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.247546
(330.27, 7.30, 364.73) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 4.245573
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.244429
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.244112
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.639378
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.614408
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.590596
(330.27, 7.30, 364.73) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 4.567914
