¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(424.20, 14.87, 247.14) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.105364
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94529
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95594
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534824
ö(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77366
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.971879
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.933635
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.897146
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.862368
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.829265
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.797798
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.767934
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.739638
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.712882
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.687636
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.663873
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.641569
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.620699
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.601244
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.152312
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.972447
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47748
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72757
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01217
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55969
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1454
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77768
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.86679
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.86446
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.866
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8766
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533458
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772187
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030456
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.118426
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.080783
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.044904
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.010745
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.97827
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.947443
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.918229
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.890598
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.86452
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.839966
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.816913
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.795333
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.775208
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.173425
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18811
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42531
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67348
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93332
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54209
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98868
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60913
ñ(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79196
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78963
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79117
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.80173
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53219
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77082
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028958
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309045
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.275952
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.23889
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.2036
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.170043
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.138183
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.107985
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.079415
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.052443
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.027041
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.003181
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.980841
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.959991
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.194756
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14045
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37596
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62236
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88029
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15049
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83768
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44688
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72684
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72453
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72073
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.73126
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531007
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769544
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027582
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307559
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.483716
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.445384
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.408879
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.37416
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.34119
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.309932
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.280352
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.252419
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.226103
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.201376
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.178212
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.156588
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.216302
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0954
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32936
é(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57408
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83023
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09859
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53315
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29069
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6607
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6584
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.65992
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.66529
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529918
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768373
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026314
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306185
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611322
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.665568
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.627753
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.591783
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.557617
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.525218
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.49455
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.46558
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.438278
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.412615
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.388564
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.366101
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.3452
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04559
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28547
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52864
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78315
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04975
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32914
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14032
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59881
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59652
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59804
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60338
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528925
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767296
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025163
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304935
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609426
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.900796
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.861569
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.824248
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.788791
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.755158
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.723314
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.693223
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.664856
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.638179
Å(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.613168
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.589794
(423.47, 14.84, 247.00) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.568035
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94633
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19305
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45154
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72253
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00391
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28154
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57279
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61985
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.53882
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54034
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54567
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528035
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766337
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024117
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303775
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60821
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966765
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294319
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631103
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998229
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409776
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911135
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32898
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7782
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33344
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92928
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34928
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06243
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85075
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09392
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34866
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61565
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89572
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18977
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49874
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47018
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48525
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48676
(423.47, 14.84, 247.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49208
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038694
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265267
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510812
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777791
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06901
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387892
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73688
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113057
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529415
Á(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992679
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511104
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10094
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73816
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2523
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82058
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45188
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.73312
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.7084
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036532
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262939
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508277
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775012
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065989
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38458
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73484
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113491
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529908
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993206
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511707
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09575
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73294
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24658
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81425
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45299
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.83032
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.80541
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034415
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260634
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505798
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772327
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063043
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381354
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73129
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114089
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530562
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993949
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512539
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09668
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72856
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2425
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81864
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45958
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.84366
(422.78, 14.84, 246.70) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.80772
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032374
(422.78, 14.84, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25844
