¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (440.55, 14.06, 275.11) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.669062
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133227
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588078
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089338
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64607
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27598
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99257
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82424
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78607
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92117
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25968
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91273
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03378
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.97538
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743544
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958633
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191716
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445084
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721441
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023979
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356548
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723758
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13121
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585822
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086726
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.643291
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2728
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98885
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81923
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7802
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9142
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25266
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90519
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02438
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96881
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742632
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957645
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190644
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443919
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720167
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022585
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355012
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722059
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129321
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58371
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08433
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.640749
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26979
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98543
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8146
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77477
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90775
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24631
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89842
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.01574
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96285
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741781
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956725
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189646
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442832
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71898
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021282
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35358
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720474
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127558
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.581738
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082147
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638438
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26705
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9823
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81035
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76979
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90185
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24062
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89242
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00785
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95751
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740991
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955872
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18872
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441824
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717879
¼(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020075
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352251
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719003
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125923
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.57991
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080183
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636362
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2646
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97946
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80648
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76526
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89646
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23559
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88719
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0007
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95279
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740262
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955084
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187865
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440894
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716864
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018962
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351026
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717647
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124414
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578222
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.078432
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.634521
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26243
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97692
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80299
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76117
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89161
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23162
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88273
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9943
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94868
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 23.99723
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 23.65009
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 23.6608
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 22.69843
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 22.9315
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 23.17398
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739596
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954361
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187084
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440043
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715935
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017943
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349904
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716406
Ù(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123036
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576681
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0769
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632916
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26055
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97468
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79988
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75753
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88729
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22835
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87904
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98865
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9452
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.23893
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.43494
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.8713
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.93781
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.93846
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.94319
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738992
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953707
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186374
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439271
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71509
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017019
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348886
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715279
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121786
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575281
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075583
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631544
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25896
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97273
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79715
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75433
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8835
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22572
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87612
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98375
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94233
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.27432
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.30717
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.58052
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.9727
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.97335
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 20.97808
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738449
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953121
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185738
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438578
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714334
Ö(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016189
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347972
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71427
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120662
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574026
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074483
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.630407
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25765
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97108
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7948
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75158
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88023
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22372
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87396
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9796
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94008
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.314
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.35093
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.4032
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.01181
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.01245
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.01719
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737967
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952599
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185174
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437963
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713664
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015454
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347161
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713373
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119667
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572912
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073682
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629504
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25663
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96972
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79283
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74928
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8775
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22236
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87257
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9762
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93844
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.358
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.39903
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.45155
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.05517
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.05582
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.06056
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737547
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952147
Ú(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184682
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437428
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713078
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014813
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346457
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712593
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1188
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571941
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073092
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.628838
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25589
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96866
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79124
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74742
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8753
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22163
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87195
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97354
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93744
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.40636
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.45151
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.50431
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.10284
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.10348
(440.37, 14.02, 275.69) (437.65, 9.16, 317.16) (3.87, 2.97, 8.34) Truck 21.10824
(440.37, 14.02, 275.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73719
