¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(358.46, 9.27, 319.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.105662
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718784
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30252
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997156
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937901
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18809
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42251
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.756379
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.854699
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.959097
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.064159
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.170775
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.283992
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.404409
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.532702
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.669631
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.816058
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.972965
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143722
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32823
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541083
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786239
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055328
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351964
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721471
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314174
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007671
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953025
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21092
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03364
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76852
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.755398
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.853661
ì(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.957997
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.062189
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.168691
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.281784
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.402067
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.530212
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666979
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813228
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.969939
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.14096
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325259
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539192
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784173
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053061
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349466
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724828
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326382
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018791
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968884
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2347
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07864
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9152
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.754636
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.852854
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.957141
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.060524
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.16693
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.279919
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.400089
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.528109
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.664738
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.810837
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967813
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138692
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322819
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537815
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782669
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051409
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347672
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728859
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339144
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030519
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985488
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25944
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12502
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0654
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.754092
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.852279
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956532
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.059165
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.165492
í(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.278395
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.398472
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.52639
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.662909
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.808884
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.966161
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.136919
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320911
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536951
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781725
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050374
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351853
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739371
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352464
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042856
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.002838
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28514
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17279
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24794
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.753767
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.851935
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956167
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.058109
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.164375
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.277213
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.397217
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.525056
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.661488
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807369
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964967
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135639
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319534
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536601
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781342
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049953
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356636
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751016
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366349
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055809
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020938
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31183
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22199
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46034
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.75366
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.851822
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956047
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.057357
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.16358
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.27637
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.396323
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.524107
é(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660477
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806289
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964234
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134851
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318688
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536762
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781517
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050146
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36202
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763131
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380796
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069374
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039794
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3395
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27261
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67825
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.753773
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.851941
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956173
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.05691
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.163107
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.275869
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.395792
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.52354
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.659874
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805646
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.963959
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134556
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31837
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537436
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782254
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050955
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368009
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775721
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395815
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083563
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059412
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36816
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34454
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8857
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.754104
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.852291
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956544
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.056766
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.162955
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.275708
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.39562
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523359
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.659681
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.80544
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964144
ï(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134754
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318584
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538622
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78355
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052379
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374607
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788785
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406426
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098372
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079797
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39835
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41881
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05506
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.754653
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.852872
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956763
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.056925
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.163124
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.275887
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.39581
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523561
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.659896
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806014
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964787
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135445
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319326
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540322
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785408
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054417
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381814
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802327
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415966
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113811
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100957
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43222
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49466
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29428
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.755421
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.853685
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.957202
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.057389
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.163614
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.276406
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.396361
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.524146
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660519
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807044
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965889
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.136628
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320599
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542536
î(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787828
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057072
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389632
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81635
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426181
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129882
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122893
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46708
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57213
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54259
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.756408
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.854729
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.957928
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.058156
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.164426
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.277266
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.397273
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.525116
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.661551
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.808504
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967453
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138305
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322403
(359.14, 9.22, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545265
