¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82044
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07027
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47475
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91529
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39684
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92526
î(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50763
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15304
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87196
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25926
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2028
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27428
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50139
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92095
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6582
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86167
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514435
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781365
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06736
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300509
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338748
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681813
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05308
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45608
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89495
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37459
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90084
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48069
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12263
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83749
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21886
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15706
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22213
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44139
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85058
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58664
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85405
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504823
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771055
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056347
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30571
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324472
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666409
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03641
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43798
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87524
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35303
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87716
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45458
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09369
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80478
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18652
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12052
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18058
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39365
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79522
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46376
ï(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80983
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495514
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761127
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045689
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312779
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317256
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65148
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02026
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42044
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85613
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33215
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85424
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42936
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06696
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77634
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15535
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08536
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14056
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34771
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74192
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34424
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76905
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486554
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75152
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035436
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321726
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319841
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637023
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00461
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40347
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83791
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31315
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83439
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40852
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04386
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75061
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12535
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0515
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10204
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30351
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69073
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22798
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72085
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94242
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477886
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742285
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025527
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329599
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323878
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623381
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.990579
á(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38902
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82275
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29658
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8162
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38847
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02165
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72587
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5136
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01898
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06504
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26105
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64151
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11709
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64218
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68391
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469587
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733416
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016014
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319395
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.33343
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.611985
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978251
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37564
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80818
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28065
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79873
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36921
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00032
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7021
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48697
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98773
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02953
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22035
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59431
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06948
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56716
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46224
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461596
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724878
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006887
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309614
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345032
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601048
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966418
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36279
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7942
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26537
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78196
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35073
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97985
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67932
ò(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46144
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95777
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99545
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18131
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54916
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02431
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49564
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20496
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453964
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716698
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998119
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30019
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.358113
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590566
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955076
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35049
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7808
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25073
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7659
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33303
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96025
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6575
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43701
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92911
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9629
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14398
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5059
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92432
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47354
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01525
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446609
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708898
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989757
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291204
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.372683
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580533
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.944228
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33872
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76799
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23673
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75054
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31611
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94152
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63664
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41365
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90174
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93178
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10834
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46465
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76168
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41214
ñ(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91935
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439603
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701418
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981739
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282619
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.390794
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570957
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933871
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32748
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75576
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22337
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73589
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29996
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92365
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61675
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39138
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8756
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90214
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07433
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42535
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63374
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17391
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87606
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432943
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694276
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974119
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27444
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419063
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561832
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924004
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31678
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74411
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21064
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72193
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28459
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90663
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59782
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37018
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85077
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87393
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04204
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38801
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62123
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95575
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86643
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426626
(365.24, 10.04, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687505
