¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(434.90, 14.07, 303.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308857
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.496447
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.475097
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.455142
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.43656
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.419333
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.403442
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.388872
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.375609
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.363638
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.35295
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.343532
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.335373
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.328469
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.322811
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.318394
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.315213
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.313265
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.312549
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.313065
(434.80, 13.95, 302.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 6.31481
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347022
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592033
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858112
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148054
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4651
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822316
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22064
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663504
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154462
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685625
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28434
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97573
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80111
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70239
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63328
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28718
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2057
¸(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07395
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21907
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346119
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591053
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857042
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14688
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46384
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820375
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218492
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661115
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147869
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67823
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27599
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9718
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79652
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67164
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58781
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31071
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25284
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05535
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345211
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590119
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856037
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145789
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462602
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818442
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216341
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658714
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141379
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670941
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26771
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96789
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79199
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64153
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54286
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33525
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28621
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03795
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344404
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589222
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855059
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144707
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461435
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816515
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214207
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656339
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134986
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663763
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25963
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96396
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7875
»(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61207
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49854
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35275
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32057
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02165
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343592
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588362
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854113
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14367
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460321
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814589
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212068
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653967
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128689
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656689
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25164
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96013
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78298
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58329
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45472
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31052
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34708
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06297
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342869
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587528
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853244
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142715
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459228
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812713
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209994
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651512
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122511
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649741
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24376
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95628
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77853
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55513
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41861
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22027
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34495
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24538
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342134
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586719
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852375
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141782
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458224
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810802
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207877
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64602
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116376
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642906
´(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23983
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95246
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77398
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52765
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40359
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1323
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34418
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20674
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341461
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586001
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851575
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140912
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457254
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808939
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205816
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640639
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110405
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63618
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23655
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94865
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75034
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50962
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41073
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04657
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34478
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75834
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340819
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585324
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850816
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14009
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45636
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807078
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203749
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63537
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104523
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629553
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23324
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94487
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73351
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49783
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.418
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96299
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22871
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.477
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340182
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584642
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850098
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139303
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455498
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805193
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201705
¹(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630175
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098725
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623057
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93992
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72359
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48656
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42543
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88156
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08395
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31035
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339624
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584033
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849414
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138579
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454725
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803377
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199673
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625083
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09304
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616667
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22676
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92948
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71414
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47577
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43307
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80223
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68241
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14868
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29843
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339084
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583481
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848799
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137874
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453965
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801543
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197651
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620067
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087454
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610405
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21882
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91907
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69997
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46554
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44078
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72493
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59555
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99179
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54867
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338586
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582937
À(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848221
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137249
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453267
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800161
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195517
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615148
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081951
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60425
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20979
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90877
(434.80, 13.95, 302.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68367
