¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(378.97, 15.97, 287.80) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 19.47621
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795148
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047059
(378.97, 15.97, 287.80) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 6.996134
(378.97, 15.97, 287.80) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 7.261055
(378.97, 15.97, 287.80) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 7.609832
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270074
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64643
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937498
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250569
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588298
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00622
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49685
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38605
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94273
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71996
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76118
(378.97, 15.97, 287.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33113
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720129
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015529
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339603
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696657
Ú(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081913
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522854
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018085
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576386
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33789
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28535
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91526
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44515
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03576
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91924
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84019
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59867
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56546
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53598
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.51019
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48808
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46961
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45477
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44356
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43594
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43193
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43151
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42452
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43129
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726044
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022022
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346746
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704511
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093266
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536906
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033866
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583321
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34075
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28875
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89046
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41801
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12565
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.12504
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.50444
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64792
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61463
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58507
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.55922
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53705
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.51854
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50366
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.49242
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48479
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48077
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48035
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47335
Ô(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48014
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731877
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028401
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353756
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712301
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105717
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550827
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037721
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585258
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34277
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25856
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86659
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3919
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21569
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.1653
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.13439
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70108
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6677
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63806
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61214
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58991
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.57135
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.55644
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54517
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53752
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53349
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53307
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52606
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53287
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737599
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034668
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360661
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719924
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11705
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55236
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038863
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590903
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3439
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21981
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84357
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36669
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30582
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.20857
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.17757
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75821
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.72473
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69501
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66901
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64672
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.62811
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61316
Ó(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60185
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59419
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59015
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58974
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58271
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58954
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7432
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040822
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367429
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726004
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117798
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553227
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039825
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596235
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34417
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18153
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82143
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34253
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39596
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.25489
(378.97, 15.95, 287.01) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.22379
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81937
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78579
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75597
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.7299
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70753
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68886
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67387
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66253
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65485
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6508
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65039
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64334
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65021
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748723
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046869
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372174
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72657
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118419
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553901
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040608
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6013
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3436
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14378
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78063
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31924
(378.97, 15.95, 287.01) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.18539
(378.97, 15.95, 287.01) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.80974
(378.97, 15.95, 287.01) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.00054
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29013
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85093
á(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82101
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79485
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.77242
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75369
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.73865
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.72728
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71957
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71551
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71511
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70804
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71493
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754121
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050552
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372571
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727025
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118924
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554444
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041172
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606051
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.2556
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.1896
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73885
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29693
(378.97, 15.95, 287.01) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.41302
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.75484
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.64217
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.61091
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.92022
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.8902
(378.97, 15.95, 287.01) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 14.63568
(378.97, 15.95, 287.01) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 14.61169
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82264
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80755
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79614
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78841
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78435
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78394
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.77685
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.78378
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756979
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050809
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372865
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727304
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119231
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554793
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041617
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6105
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.853498
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.822071
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69765
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27559
ğ(378.97, 15.95, 287.01) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.46124
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.69766
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.58161
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.55055
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.9633
(378.97, 15.95, 287.01) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 14.4237
(378.97, 15.95, 287.01) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 14.39729
(378.97, 15.95, 287.01) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 14.72642
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.8958
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88066
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86921
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86145
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85738
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85698
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84987
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85682
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757081
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050931
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373008
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727495
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119424
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55502
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041864
(378.97, 15.95, 287.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614602
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.893844
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.86229
(378.97, 15.95, 287.01) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.27465
(378.97, 15.95, 287.01) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.50802
(378.97, 15.95, 287.01) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.51228
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.64346
(378.97, 15.95, 287.01) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.52392
