¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(399.31, 14.17, 244.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734009
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748044
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986797
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247513
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533306
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848208
‘(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195824
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136591
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604821
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132122
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703973
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37822
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15549
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92196
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80545
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87803
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62179
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35911
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.75959
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.74572
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.73437
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.77528
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68753
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126045
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.314993
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.519568
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738194
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976067
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235781
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520427
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834074
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180139
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116606
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582417
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106653
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669804
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33906
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11013
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89784
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81956
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04889
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58033
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34441
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41168
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.93162
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.92262
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68651
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.118639
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307619
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510617
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728477
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965482
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224211
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507727
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820117
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164682
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547464
‰(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560303
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079382
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638697
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3005
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06552
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87482
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83406
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11009
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5049
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33197
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54626
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.70562
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.69552
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68816
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1119
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.300334
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501788
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718893
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955045
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212803
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49544
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806362
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149451
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530509
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538507
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052607
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608414
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26254
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02166
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85286
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84894
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05585
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43136
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32183
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68449
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82417
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81274
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80383
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.69249
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.105243
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293143
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493082
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709445
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944756
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201558
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483399
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792812
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13445
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513813
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517035
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026246
’(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578698
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22519
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97851
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83196
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82425
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00272
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35969
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.95945
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94229
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83074
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.8193
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81038
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.69949
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.098671
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.28558
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484499
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70013
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934614
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190477
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471489
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779465
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119676
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497375
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918195
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000393
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549485
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18845
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93605
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80451
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77193
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95071
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98252
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.95176
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.93287
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.92786
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82837
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81944
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.70917
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.7381
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092184
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.277759
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476039
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69095
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924622
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179691
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459556
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766323
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105131
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481196
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899242
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974961
£(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520824
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1523
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8943
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7558
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7207
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.02614
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98589
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.95232
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.93309
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.92881
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83995
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83101
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.72154
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.7505
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.74897
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.085785
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270052
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467703
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681908
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91478
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169198
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447808
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753385
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090818
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465277
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880592
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950026
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492682
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11673
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85327
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70792
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67051
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04039
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.00032
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96664
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94716
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94286
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.85407
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84512
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.73661
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.76408
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.76523
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079471
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262461
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459492
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673001
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905088
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158865
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436242
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740653
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076734
‘(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44868
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862249
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92555
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46505
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08177
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81293
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6609
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62133
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78552
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.02545
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.99527
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.97603
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.97076
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.87073
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.86176
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.75441
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.78305
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073177
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.254983
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451407
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.664232
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89556
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148695
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424863
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728126
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062879
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431539
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844213
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307331
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437952
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04738
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7733
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61474
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57318
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73065
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02812
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.03074
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01454
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.0051
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.88995
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.88097
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.77493
(399.26, 14.27, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.76169
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.06635
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247622
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443448
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655601
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886395
