¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677306
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.456288
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.43578
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.417016
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.399884
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.384415
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.370456
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.358002
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.347023
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.337498
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.329384
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.322656
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.317316
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.31333
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.310676
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357157
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470302
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589469
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715093
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847636
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987679
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135813
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292747
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459136
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662691
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94088
ÿ(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.411572
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.343074
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.317347
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.300322
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.284642
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.270273
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.257224
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.245458
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.234989
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.22579
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.217861
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.211186
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.205744
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.201563
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.198615
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.196892
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.196394
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362964
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476377
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595857
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721808
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854691
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995097
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143659
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301002
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467896
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669354
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.415042
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.314117
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.26659
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.245749
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.229859
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.215283
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.201989
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.189969
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.179213
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.169697
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.161439
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.154406
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.148597
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.14402
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.140663
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.138497
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.13756
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.137825
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369191
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482954
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602739
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728994
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862282
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003105
… (398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152053
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309887
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477328
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676481
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.346844
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.267634
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.226508
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.207426
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.192192
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.178244
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.165563
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.154142
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.143984
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.13506
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.127358
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.120871
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.115604
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.11154
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.108691
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.107049
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.106591
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.107345
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375893
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489985
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610107
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736749
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870404
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011656
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161079
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319407
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487408
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.496871
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.322543
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.249291
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.210289
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.191922
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.177162
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.163681
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.151463
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.140501
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.130762
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.122274
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.115002
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.108948
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.104105
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.100463
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.098018
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.096782
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.096745
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.097895
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383058
û(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497437
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617931
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744983
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8791
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020783
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170715
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329569
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498134
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.518441
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.328805
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.254062
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.214519
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.19624
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.181885
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.168805
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.156975
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.146412
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.137076
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.128974
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.122093
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.116437
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.111982
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.108744
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.106699
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.105854
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.106208
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.107763
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380669
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505407
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626289
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753727
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888284
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030486
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180956
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340396
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509589
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700476
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.368299
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.283123
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.240042
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.221102
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.207156
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.194471
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.183066
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.172904
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.164001
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.156322
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.14988
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.144665
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.140655
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.137849
ô(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.136268
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.135893
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.136718
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.138764
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375638
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506507
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635098
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763034
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898062
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040777
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191808
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351876
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521682
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709371
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.47393
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.345848
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.292879
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.271665
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.258254
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.246115
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.23526
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.225687
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.217364
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.2103
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.204472
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.199874
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.196519
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.194394
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.193493
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.193822
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.195372
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.198162
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370977
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501579
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639854
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77284
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908394
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051638
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203279
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363935
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534511
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718737
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001926
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.502496
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.396297
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.365929
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.353721
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.342845
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.333313
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.325094
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.318182
´(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.312591
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.30827
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.305299
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.303598
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.303219
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.30417
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.306399
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.309976
(398.81, 14.76, 310.11) (382.00, 8.94, 298.78) (0.81, 2.16, 0.81) Human 6.314872
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366699
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497075
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635063
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781316
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919238
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063106
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215358
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376739
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548006
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730099
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012596
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323195
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664155
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040037
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4564
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960936
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576383
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2795
(398.81, 14.76, 310.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79125
