¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04609
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0878
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93195
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72102
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31402
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564496
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837051
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134672
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460904
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817737
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212198
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650344
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139792
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695271
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3355
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05366
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71084
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20845
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02671
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74671
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27041
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07536
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72026
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313968
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564439
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836991
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134605
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46083
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814889
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208255
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645969
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134904
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688513
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33535
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0535
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72393
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2227
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88162
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37252
½(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45297
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07486
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71961
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313925
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564392
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836938
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134548
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460769
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815495
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204373
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641661
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130054
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681695
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33194
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05336
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73809
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23814
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78526
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00938
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53102
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07444
(367.71, 7.18, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71907
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.738285
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.78284
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.8808
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.984764
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.095272
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.21293
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.390944
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.257011
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.35506
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.423558
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.398604
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.752397
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.89071
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.168252
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.75519
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.80783
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.93144
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.1821
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.28682
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.02041
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.90172
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89218
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89038
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.00792
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.24187
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.793085
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.829139
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.910307
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.016023
ì(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.12844
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.248186
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.375963
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.012055
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.217453
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.240669
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.21624
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.193546
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.816623
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.087914
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.6016
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.6726
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.79286
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.07392
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.22619
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.97639
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.86083
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.85132
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.85077
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.96749
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.20155
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.850024
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.887467
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.940528
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.048052
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.162445
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.284349
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.414495
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.773297
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.085473
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.067093
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 8.043158
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.979743
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.857175
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.010038
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.45434
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54249
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.65957
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.96922
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.16955
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.93516
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.82253
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.81305
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.81363
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.92961
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.16375
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.909214
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.948128
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.988611
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.080873
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.197306
å(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.321445
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.454045
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.595963
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.927329
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.90218
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.87872
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.762735
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.556518
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.934531
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.31309
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.41725
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.53132
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.86789
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.11681
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89668
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.78676
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.7773
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.77895
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89423
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.12845
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.970768
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.011242
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.053349
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.114505
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.233047
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.359498
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.49464
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.63936
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.215999
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.745353
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.722343
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.559136
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.362957
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.19973
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18982
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.2967
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.4079
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.7698
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.06788
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.8609
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.75349
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.74405
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.74669
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.86131
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.0956
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.034814
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.076942
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.120772
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.166375
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.26969
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.398534
é(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.536309
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.683936
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.950582
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.59608
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.566283
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.367803
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.059772
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.06938
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.07635
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18062
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.28909
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.67486
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.02269
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.82779
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.72268
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.71327
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.71681
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.83083
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.06517
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.101488
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.145371
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.191031
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.238544
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.307261
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.438582
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.579085
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.729726
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.891601
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.453875
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.377018
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.187715
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.132817
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.34487
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.3202
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.0922
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18838
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.58296
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.98117
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.79731
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.69431
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.68492
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.68928
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.80276
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.03714
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.17093
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.216682
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.264289
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.313833
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.365404
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.479669
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.623
á(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.776766
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.942111
(367.53, 7.15, 350.49) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.409474
(367.53, 7.15, 350.49) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.247785
(367.53, 7.15, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10864
(367.53, 7.15, 350.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62939
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.20776
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.18337
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.11148
(367.53, 7.15, 350.49) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.23662
(367.53, 7.15, 350.49) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.05476
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.94325
(367.53, 7.15, 350.49) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.76941
