¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.64671
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.23908
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.22736
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21804
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21111
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.20657
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.20441
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585976
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018766
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444441
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797743
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18057
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5963
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9675
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.39624
ı(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.36472
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.33576
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.30932
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.28539
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26394
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.24495
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.2284
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21427
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.20255
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.19322
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18628
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.18173
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.17955
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586558
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019043
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477085
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833047
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21887
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62904
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00273
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1565
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.38608
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.35791
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.33227
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.30913
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.28846
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.27026
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.25449
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.24114
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.23021
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.22167
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21553
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21178
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.21041
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586723
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01894
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493688
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868845
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2577
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66258
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03881
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90925
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.42778
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.40061
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.37595
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.3538
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.33412
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.3169
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.30213
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.28979
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.27986
ü(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.27234
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26722
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26449
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.26416
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.70015
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586498
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01845
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493132
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905158
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2971
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6969
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07574
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66835
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.5271
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.49981
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.47506
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.45284
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.43311
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.41586
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.40108
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.38874
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.37884
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.37137
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.36631
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.36366
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.36343
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.19149
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.70779
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585842
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01757
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49216
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941974
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33708
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73204
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11356
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52556
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.69218
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.66646
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.6433
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.62268
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.60458
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.58898
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.57588
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.56524
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.55707
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.55136
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.54809
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.54728
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.54891
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.22449
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.22941
ê(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584785
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016333
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490774
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979314
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37762
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76798
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15227
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56734
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93272
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.99963
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.98061
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.96418
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.9503
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.97691
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.00871
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.04322
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.08048
(443.66, 14.02, 268.79) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.12052
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.33649
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.33148
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.33005
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.26558
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583313
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014693
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488948
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01715
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41872
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80474
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19186
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6101
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66247
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1888
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.00585
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 14.97846
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 14.95407
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 14.93268
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 14.91424
(443.66, 14.02, 268.79) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 14.89876
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.12831
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.36195
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.35365
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.34893
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.3478
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.3049
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581441
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012669
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486705
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01543
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46041
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84233
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23235
ö(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65383
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39524
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1477
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89496
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.31816
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 15.18345
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 15.14493
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 15.29933
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.37479
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.36452
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.50935
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.4525
(443.66, 14.02, 268.79) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.44828
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.94509
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.08089
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.34742
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579151
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01027
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484034
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01244
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50266
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88074
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27374
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69857
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.06215
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.1365
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.16688
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.15793
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.10655
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.98781
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.90102
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.88638
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 15.63316
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.55697
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.01335
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.1077
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.81787
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.07866
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.39318
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576445
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007483
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480929
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00898
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54549
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91999
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31605
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74429
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.12908
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.21065
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.24626
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.24152
 (443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.19088
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.07372
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.8617
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.55087
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 14.88093
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.65462
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.0226
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.08601
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.82726
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.43701
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.44221
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573348
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004334
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477437
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00504
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58892
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96009
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35846
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78897
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.19858
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.28781
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.32898
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.32872
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.27759
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 12.16346
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.95858
(443.66, 14.02, 268.79) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 11.23589
(443.66, 14.02, 268.79) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 14.53282
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.49843
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.49162
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.48783
(443.66, 14.02, 268.79) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.48706
(443.66, 14.02, 268.79) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 16.72031
(443.66, 14.02, 268.79) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 17.91085
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56984
(443.66, 14.02, 268.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001307
