¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.011026
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604506
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962752
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334802
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750479
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211214
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718772
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33395
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95478
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58454
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49277
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62132
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69053
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.946
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.214
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49536
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79108
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04986
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24968
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45796
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66714
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.844
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02806
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879376
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10987
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360453
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633839
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933171
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262245
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623142
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975706
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352205
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770247
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229949
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735349
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35273
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96042
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59086
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27048
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55546
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61668
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68118
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83628
„(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10235
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38174
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67533
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94487
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14476
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3531
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5703
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77969
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889744
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121122
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372702
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647199
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947845
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278437
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64198
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990272
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370405
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790405
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249165
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752217
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37188
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96675
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59798
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43531
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49274
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55329
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61706
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68411
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75451
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9969
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27454
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56635
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8468
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04692
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25558
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47312
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900151
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132419
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385006
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66064
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962605
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294689
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660242
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007088
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388986
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810932
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268845
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769484
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39142
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97382
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60588
İ(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37621
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43301
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49293
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55607
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62246
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69216
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76528
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89757
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17382
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46415
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7556
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95616
(371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16529
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013316
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221487
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445889
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701191
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013578
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358017
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739621
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675035
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138336
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655832
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2376
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89621
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64784
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51345
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5209
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70656
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22659
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52935
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87967
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90994
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991995
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213676
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437466
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679328
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985855
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327384
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705605
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634699
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093382
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605512
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18089
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83181
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57408
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42817
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42115
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58196
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06879
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38439
Æ(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73003
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84489
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970635
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198999
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429222
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670413
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95834
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296998
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671878
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594805
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049023
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555866
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12496
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76834
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50146
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34424
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32314
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45994
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89477
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24349
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51188
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78215
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949469
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176074
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421158
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661694
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931043
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26686
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638441
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555433
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005232
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506887
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06982
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70582
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42997
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26173
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22685
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34057
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70245
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10662
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28401
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59216
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9285
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153367
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397261
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653169
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91311
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236974
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605299
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516543
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962008
İ(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45857
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01544
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64422
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35958
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18058
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13225
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22364
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51462
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97361
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06295
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40244
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907729
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130881
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372847
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636041
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904079
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207343
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572455
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478154
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919325
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410883
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961859
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58354
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29032
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10077
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03934
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10921
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33114
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84439
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86966
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21703
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9444
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887157
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108619
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348682
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609724
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894557
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177969
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539908
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440203
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877222
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363893
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909025
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52376
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22213
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0223
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94805
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95046
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16448
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67366
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72821
Å(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03585
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61456
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866786
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08658
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324767
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58369
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866111
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166877
