¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93088
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78095
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12401
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57626
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36515
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 19.09128
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 19.06614
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 19.04478
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 19.02718
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 19.01331
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.00316
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.99672
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.99399
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.99496
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.99964
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80303
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985278
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180589
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390408
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610376
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847287
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103202
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452888
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850169
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277836
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713358
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199152
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35648
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65532
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7949
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13699
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59204
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38483
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 18.93437
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 18.90945
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 18.88827
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 18.87082
(336.16, 7.31, 329.75) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 18.85707
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.84701
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.84063
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.83793
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.8389
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 18.84355
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797316
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979195
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17406
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383332
­(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606829
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843441
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104224
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462883
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85193
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240995
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672394
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153386
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39043
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66669
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81074
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15013
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60808
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4048
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.79256
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.76784
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.74682
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.72951
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.77156
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.06627
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.05358
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.04462
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.03938
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.03785
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79181
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973292
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167766
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376599
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601392
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839927
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113327
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469494
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819117
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204755
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632176
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108445
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37287
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67796
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84107
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16347
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62434
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42502
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.64776
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.62323
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.60239
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.58521
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.82369
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.55355
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.54035
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.53098
(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.52542
¢(336.16, 7.31, 329.75) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 19.52367
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786535
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967659
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161717
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370102
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594414
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836471
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122547
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440159
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786843
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169151
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592645
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064329
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35348
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69063
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87132
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.177
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64083
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44558
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.50876
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.48442
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.46374
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.4467
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.87676
(336.16, 7.31, 329.75) (315.74, 1.79, 303.65) (1.44, 1.43, 1.40) Tools 20.03627
(336.16, 7.31, 329.75) (315.74, 1.79, 303.65) (1.44, 1.43, 1.40) Tools 20.02197
(336.16, 7.31, 329.75) (315.74, 1.79, 303.65) (1.44, 1.43, 1.40) Tools 20.0116
(336.16, 7.31, 329.75) (315.74, 1.79, 303.65) (1.44, 1.43, 1.40) Tools 20.00514
(336.16, 7.31, 329.75) (315.74, 1.79, 303.65) (1.44, 1.43, 1.40) Tools 20.00258
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781465
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962255
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155924
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36389
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587728
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829241
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097972
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411302
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755146
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134095
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553787
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020972
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33228
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71538
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90138
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1907
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65756
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46644
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.37537
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.35122
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.33069
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.31377
¦(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.93076
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.84185
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.83601
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.83403
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.83593
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.84169
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776633
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957062
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150369
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357921
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581303
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850091
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095073
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382893
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723954
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099688
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515623
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980786
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30937
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73995
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93126
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20457
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6745
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48757
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.25719
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.22637
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.20306
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.18627
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.98568
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.62384
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.61806
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.61611
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.61799
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.62369
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772001
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95213
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145088
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352256
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600656
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871876
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10784
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362047
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69333
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065882
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478145
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962124
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28469
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72995
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96102
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21865
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69169
©(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.509
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.79446
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.76249
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.73429
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 18.7098
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.04155
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.41432
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.4086
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.40667
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.40853
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.41417
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767577
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947431
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140054
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369957
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62407
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884195
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12107
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376304
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663187
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032673
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441343
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942142
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27546
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69334
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99056
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23291
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70908
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53069
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.36822
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.33502
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.3057
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.28022
(336.16, 7.31, 329.75) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.25856
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.51126
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.4994
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.49134
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.48709
(336.16, 7.31, 329.75) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.48664
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763411
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942949
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155934
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391787
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647792
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896989
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134796
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39107
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668048
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000042
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405198
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920913
©(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26524
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65627
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01993
