¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578646
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22301
±(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98591
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71126
(333.34, 7.64, 358.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.91921
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.67623
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.66966
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 19.39659
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43977
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26516
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41448
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.247296
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.22118
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.196486
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.212887
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.249247
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.287268
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.326996
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.465996
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19298
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80382
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49492
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20646
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9289
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52655
(333.34, 7.64, 358.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.7033
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.40342
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.4073
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.51
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25693
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02931
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17467
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.273783
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.247578
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.222799
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.233096
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.269783
(333.34, 7.64, 358.39) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.308141
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016197
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604983
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17844
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7874
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4763
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19026
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87346
(333.34, 7.64, 358.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.76711
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61901
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.36366
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.7694
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70128
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07044
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6669
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71135
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6338
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604546
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907894
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241879
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611412
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022273
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481807
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999087
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585472
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16397
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77111
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45782
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17447
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81948
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40653
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.57874
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.88835
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.17924
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46833
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82877
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31707
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26938
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20196
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59545
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897851
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230813
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5991
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008576
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466432
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981714
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565694
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14958
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75489
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43941
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15904
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76695
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34897
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.28703
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.21101
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90732
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24384
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59604
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05857
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84741
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78808
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586165
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887697
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219584
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586659
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994705
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450844
†(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964067
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54565
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13528
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73882
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42113
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14402
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7159
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29303
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.87699
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.84525
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69846
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02759
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37188
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80951
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46763
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17756
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576798
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877394
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208214
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57405
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980617
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435057
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946226
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525332
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12109
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72284
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.403
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12936
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6663
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23868
(333.34, 7.64, 358.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.51225
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2293
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50975
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81913
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15593
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5695
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21202
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0469
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56728
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866937
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196652
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561232
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966335
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419061
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928172
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504776
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10697
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70695
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38499
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09943
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61808
†(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18588
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79706
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06091
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33611
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62328
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94785
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33815
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96582
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64274
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557632
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856349
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184988
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548275
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951894
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402865
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909889
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483974
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09295
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69115
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3671
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05644
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54844
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9872
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46046
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89853
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16871
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45058
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74735
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11511
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72861
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38504
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547875
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845612
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17317
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535177
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937293
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386467
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891392
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46299
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07908
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67551
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34934
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95785
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35276
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77719
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23444
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74192
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00735
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28417
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57307
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90002
„(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5061
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16468
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538034
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834758
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161172
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521925
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922538
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369933
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872704
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441751
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06527
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65999
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2056
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53938
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16431
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57517
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01741
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59095
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85178
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12379
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41624
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73753
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30969
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95535
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13961
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528014
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823789
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149085
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5085
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907594
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353167
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853818
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42027
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05156
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5795
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87349
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18654
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52046
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38086
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80882
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45097
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71922
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99913
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29135
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62094
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12027
(333.34, 7.64, 358.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75357
