¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26992
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3217
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79488
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99201
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211386
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442328
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684877
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929066
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189863
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472572
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779975
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115462
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472853
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853319
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267872
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725125
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23194
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70617
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16244
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66166
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42266
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11115
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87347
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38147
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31207
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51677
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98766
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206685
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437534
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679674
„(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931098
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192034
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474943
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782607
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118268
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47589
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860343
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275558
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733628
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24138
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75206
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21239
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71635
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56514
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27021
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.001
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24368
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49865
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68445
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983403
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202121
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432872
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674652
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933399
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194556
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477663
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785531
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121495
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479362
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867884
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283874
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742822
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25156
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79944
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26406
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77288
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7124
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43476
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13301
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10792
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6894
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84015
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979239
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197606
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428398
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669807
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93152
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197343
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480675
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788812
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125084
‡(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483272
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874375
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292763
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752621
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26244
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83077
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31746
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83132
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84169
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60507
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26956
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97417
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02489
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00153
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975191
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193223
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424079
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665166
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926451
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200395
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484011
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792447
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129038
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487679
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879167
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302289
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763091
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27413
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84377
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37259
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89167
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96895
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78132
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41087
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06776
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37541
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16872
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971204
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188913
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41991
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660666
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921575
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203772
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487671
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79641
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133386
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492497
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884478
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31237
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774268
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28648
†(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85758
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42945
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95401
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09933
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94555
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5571
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22788
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73598
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28957
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967327
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184729
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415951
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656366
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916921
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200133
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491655
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80076
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138105
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497789
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890282
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322664
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786099
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29961
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87224
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48817
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04914
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23289
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0842
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70848
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39376
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88884
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34089
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963531
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180638
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412111
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652231
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912395
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19524
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495939
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805444
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143223
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503526
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896551
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329638
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798563
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31349
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88772
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53209
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16235
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36978
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22761
ˆ(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86514
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56565
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93587
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35312
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959844
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176643
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408443
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648284
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908142
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190561
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498671
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810461
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148711
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509712
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903381
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337107
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811723
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32807
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90406
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55044
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27811
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51007
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36764
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00675
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7086
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98094
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30371
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956231
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172761
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404974
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644501
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904012
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186146
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493806
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815812
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154549
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516381
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910651
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345168
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825558
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34344
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92121
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56973
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39529
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59104
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48917
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13955
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85433
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0241
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25782
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952724
„(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168995
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40165
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640904
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900147
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181906
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489142
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821534
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16082
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523473
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918464
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353765
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835776
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35954
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93925
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59002
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44964
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65652
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61475
(326.35, 6.99, 331.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27689
