¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (436.85, 13.84, 291.11) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.041859
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246898
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612169
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002628
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437046
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.930371
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465693
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09317
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81559
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.619
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55298
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66755
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00235
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95846
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06312
¦(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860147
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090786
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342706
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615651
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914508
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245164
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608363
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998409
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432337
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92421
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458218
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08464
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80634
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60547
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53539
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64484
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96718
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66191
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90218
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99237
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859115
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089667
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341383
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614163
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912877
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243448
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604638
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994275
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427729
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917721
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450907
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07625
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79496
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59213
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51805
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62243
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93261
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61789
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84628
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92097
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858099
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088573
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340042
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6127
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911269
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241744
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600986
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990224
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.423211
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.91138
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443764
¨(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.068
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78295
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57899
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50094
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59652
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90151
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56662
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77864
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84895
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857099
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087493
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338725
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611259
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909689
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240057
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597413
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986263
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418793
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905188
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437231
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05989
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77119
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56605
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48408
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.571
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87124
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51616
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70996
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77637
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856113
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086427
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337431
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609846
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908139
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238387
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59392
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982388
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414472
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899142
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430796
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05192
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75967
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55326
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46745
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54594
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84135
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46826
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65104
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70326
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855147
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085374
§(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336161
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608457
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906615
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236731
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590505
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978601
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410249
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893248
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424456
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04411
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7484
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53846
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44856
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52134
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81185
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42769
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5925
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62961
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854197
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084333
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334912
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607094
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905119
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235094
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587169
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974901
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406124
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887501
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418216
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03643
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73738
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52397
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42996
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49721
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78272
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38749
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53432
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55549
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853263
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083312
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333689
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605756
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903653
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233472
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583911
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971289
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402098
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881907
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412071
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0289
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72661
¢(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50981
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41175
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47354
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75399
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34766
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47652
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63059
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852346
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082318
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332489
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604445
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902214
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230904
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580736
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967768
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398172
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.876463
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406028
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02152
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71609
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49598
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39391
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45034
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72565
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30821
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41912
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55333
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851449
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081341
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331313
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60316
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900805
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228099
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577641
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964334
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394345
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871168
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400085
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01428
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70581
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48246
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37645
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4276
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69318
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26914
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35604
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47723
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850566
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080386
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330162
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601902
 (437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899425
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225368
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574626
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960994
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390621
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866029
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394245
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00719
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69579
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46926
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35936
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40533
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66098
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22204
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29046
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.40132
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849703
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079448
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329035
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60067
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898074
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222708
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571694
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957742
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386995
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861041
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388508
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00026
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68603
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4564
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34266
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38352
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62938
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17248
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22558
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32558
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848857
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07853
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327932
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599466
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896753
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220124
