¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.44244
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15959
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0334
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05846
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2775
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73013
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44452
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53093
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2867
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475859
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678679
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897792
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13512
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392138
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674889
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986075
 (434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336687
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717925
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148894
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614518
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129301
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704818
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36935
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1444
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01569
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03758
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25249
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69936
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40435
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48036
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20592
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471102
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673559
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892243
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129012
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38548
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667534
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978128
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327892
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70844
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138392
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603865
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117302
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.691504
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35517
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12966
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99853
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01733
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22826
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66968
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.36554
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43163
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12759
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466414
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668524
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886787
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123014
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378941
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660302
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970294
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319221
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699117
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128038
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593467
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105595
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678487
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3414
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11538
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9819
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99772
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2048
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64109
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32811
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38473
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05171
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461801
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663573
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881423
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117126
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372522
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653193
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962569
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310672
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689963
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117838
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583328
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094177
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665771
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32804
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10156
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9658
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97874
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1821
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61357
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29203
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33963
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.97824
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457259
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65871
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876154
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111347
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366226
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646208
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954957
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30225
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680977
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107786
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573447
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083053
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653352
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31507
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08819
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95024
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9604
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16017
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58713
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25731
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29633
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.90716
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452791
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653934
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870978
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10568
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360049
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639348
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947458
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293953
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672159
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097888
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563825
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072221
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641233
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30251
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07528
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93521
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9427
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.139
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56175
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22392
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25481
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83842
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.448396
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649242
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865896
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100125
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353996
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632612
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940073
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285783
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66351
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088143
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55446
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061681
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629415
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29034
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06283
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92072
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92562
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11859
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53677
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19187
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21506
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77202
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444077
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64464
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860911
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094681
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348063
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626001
¢(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932803
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277741
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655032
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078551
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545354
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051431
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617896
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27858
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05083
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90676
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90918
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09894
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51187
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16116
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17706
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70791
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99162
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439833
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640125
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856019
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089351
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342256
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619516
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925648
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269828
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646723
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069117
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536509
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.041474
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606678
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26722
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03657
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89333
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89336
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08005
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48791
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13175
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14081
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64609
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89509
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435665
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635699
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851226
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084131
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33657
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613159
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918607
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262043
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638584
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059837
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52792
¤(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03181
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596259
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25627
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02256
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88043
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87817
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0619
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46488
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10365
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10628
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92643
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80225
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431572
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63136
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846528
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079027
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33101
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60693
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911685
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254387
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630618
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050713
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51959
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022436
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586233
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24571
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0089
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86806
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86361
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04451
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44473
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07685
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17323
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85143
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427556
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627112
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841927
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074036
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325572
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600827
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904878
(434.25, 14.23, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246862
