¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó (410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.90972
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17275
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91443
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42548
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51011
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70518
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685866
ƒ(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971891
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284971
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629069
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008917
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430316
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900335
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427832
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02383
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70252
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48218
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35883
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28398
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09977
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81951
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29566
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.237
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90101
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690331
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976791
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290367
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634984
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015491
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437617
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908505
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43699
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03424
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71444
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49593
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36174
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26233
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01624
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72703
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16887
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96049
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0968
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694726
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981586
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295642
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64082
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021935
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444764
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916522
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446036
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04451
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72616
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5095
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36468
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20124
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93473
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63688
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0451
‚(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68134
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29245
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699057
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986345
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300858
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646559
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028294
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451814
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92441
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454955
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05459
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73769
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52283
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32068
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.141
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85527
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54903
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92422
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04103
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42427
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703315
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990993
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305941
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652179
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034503
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458787
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932192
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463682
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06454
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74908
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53596
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2686
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08164
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77779
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46345
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80621
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59326
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49621
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70753
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995554
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310962
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65772
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040642
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465597
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939817
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47227
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0743
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76024
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54887
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21724
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02311
—(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70232
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38013
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69099
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00076
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55395
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711631
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000057
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315895
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663165
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046639
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472272
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947326
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480761
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08389
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77123
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56155
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16661
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96542
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62873
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29891
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68063
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19663
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61083
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7131
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.72767
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715666
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004486
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32073
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668471
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052563
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478872
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954664
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489045
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09332
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78203
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.574
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.64337
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.61415
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.60319
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.59669
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.59809
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35889
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66678
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.67684
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05467
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8191
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719599
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.002232
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.932479
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.897051
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.86903
Ò(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.842565
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.817626
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.794188
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.772225
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.757578
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.46838
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.39991
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.37717
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.35663
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.33814
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.32181
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.30757
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.29533
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.28514
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.27707
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.27098
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.28127
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.37628
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.80084
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.17253
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57977
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01977
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00912
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723477
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.935517
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.965019
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.935258
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.907091
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.880486
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.855419
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.831861
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.809786
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.789173
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.770001
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.806304
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.30536
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.28383
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.26443
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.24711
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.2318
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.21859
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.20738
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.19824
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.19108
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.19827
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.26478
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.50381
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.87958
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.89475
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91422
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.938
Ì(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727246
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.859299
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.944206
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.963721
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.94693
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.920184
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.89498
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.871295
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.849103
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.828381
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.809108
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.791262
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.774828
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.27216
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.25206
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.23402
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.21801
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.20411
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.19218
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.18231
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.17445
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.18098
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.24378
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.4349
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90517
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90814
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91538
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92691
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.671766
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.787805
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.953401
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.927497
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.927776
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.961699
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.936356
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.912539
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.890224
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.869386
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.850008
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.832066
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.815542
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.800421
(410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.799786
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.27536
(410.13, 7.03, 362.66) (384.21, 1.10, 363.85) (0.81, 2.16, 0.81) Human 10.25855
