¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.651917
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957983
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196694
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456154
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737279
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046343
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389149
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775284
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211388
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702629
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245588
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847318
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54549
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38908
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35803
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47106
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80087
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37696
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32739
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55206
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33948
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540944
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742653
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96081
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199825
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459664
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741118
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050657
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39391
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780409
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217386
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70949
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252832
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855641
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55531
¡(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40082
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37275
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48868
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82432
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40009
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35749
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57864
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36428
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543449
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745358
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963738
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203055
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463294
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745088
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055104
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398819
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785672
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223516
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716515
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260311
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864254
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56536
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4129
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38791
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50687
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84843
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42412
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38884
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60662
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39132
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546039
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748153
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966765
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206379
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467041
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749185
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059681
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403872
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791068
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229767
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723701
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268018
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873149
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57565
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42531
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4035
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52572
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8732
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44904
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42141
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63638
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42062
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548712
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75104
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969891
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2098
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470906
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753412
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064388
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40907
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796601
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236144
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731048
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275957
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882332
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58617
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43807
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41953
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54635
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89842
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47486
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45523
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.67858
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.44397
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551473
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754019
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973116
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213319
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47489
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757769
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069228
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414412
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802269
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242642
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738556
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284126
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891804
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59692
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45116
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43599
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56749
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92379
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50163
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4903
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72432
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.46884
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554315
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757089
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976439
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216933
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478989
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762252
 (419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074196
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419899
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808071
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249266
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746223
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.292524
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901561
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60791
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46449
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45289
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58912
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94989
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52995
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52664
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77079
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.49607
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557242
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760249
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97986
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220642
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483196
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766865
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079295
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425528
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814008
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25601
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754052
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301156
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911745
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61912
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47781
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47023
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61127
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97672
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55914
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56423
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.80245
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.53279
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560252
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763498
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98338
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224447
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487345
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771606
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084522
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431301
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820078
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262875
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762038
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310014
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92221
–(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63057
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49138
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.30127
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.27201
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.25631
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.24305
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.23223
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.22389
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.21821
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.21528
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.21534
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.21879
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.23005
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563344
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766839
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986996
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228346
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491599
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776473
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089876
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437214
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826279
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26986
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770182
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3191
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932934
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64225
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.19073
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.11656
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.0935
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.07335
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.05525
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.03924
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.02522
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.01327
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.00326
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.995337
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.98936
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.987288
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.03563
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566128
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770267
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990709
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232338
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495957
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781469
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09536
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443273
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832613
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276964
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778482
¶(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328415
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94392
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.29354
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.11431
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.05518
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.03171
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.01043
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.991204
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.974017
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.958855
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.945724
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.934526
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.925314
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.918093
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.914864
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 9.952415
(419.14, 14.78, 248.73) (395.61, 8.10, 250.71) (0.81, 2.16, 0.81) Human 10.07036
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568738
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773785
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99452
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236425
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500416
(419.14, 14.78, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786589
