¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657663
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06742
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27534
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49251
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63803
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92646
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.926482
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.049352
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.180984
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.322349
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.474545
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.638721
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816405
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00928
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219313
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462729
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735341
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050345
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407881
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81179
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271523
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799454
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434414
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212035
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16044
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37883
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06434
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32125
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57862
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7394
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4809
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.926614
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.049494
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.181135
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.322523
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.474698
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.638911
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816627
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009507
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219539
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457934
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730222
º(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048777
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406142
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809796
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269233
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796817
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426746
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208384
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15601
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36771
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05688
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36821
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66686
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84523
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.926891
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.049768
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.181462
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.322864
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.47507
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639311
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817053
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009957
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220029
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453366
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729044
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047444
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404665
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808104
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267332
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794587
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421348
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205181
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1521
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36259
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05006
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41616
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75732
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95556
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.927316
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.050213
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.181949
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.323371
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.475598
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639901
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817684
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01065
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220784
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450417
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728078
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046364
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403409
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806731
´(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265736
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792745
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419058
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202446
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14877
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35791
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0439
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46512
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17851
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.927849
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.05083
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.182573
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.324045
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.476364
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.640536
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818096
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.010778
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220588
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449876
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726029
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0438
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400268
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802786
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260865
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78672
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410753
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191814
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13501
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35374
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03837
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47628
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94497
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55782
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.926114
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.048779
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.180145
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.32124
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.473062
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.636902
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.814163
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006511
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215947
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445471
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721482
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038722
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394544
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796303
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253449
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778201
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400465
º(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178654
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11895
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35007
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03355
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48784
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18686
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95263
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.923726
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.046189
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.177396
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.318254
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469883
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.633454
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810413
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002483
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211546
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445348
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717121
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033831
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389054
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790112
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246392
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770037
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394962
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165965
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10351
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34687
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02933
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50019
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83181
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36386
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.921443
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.043787
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.174819
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.315511
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.466898
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.630213
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.806962
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998691
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207443
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445427
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716424
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029244
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38388
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784248
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239689
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762348
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389912
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15376
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08866
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3442
À(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02579
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51322
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27378
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60161
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.676116
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.041551
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.172396
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.312889
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.464083
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627236
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803713
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995136
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203598
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445744
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716775
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024881
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378993
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778712
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2334
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755048
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385288
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142035
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07438
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.342
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03476
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53461
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4457
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5963
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.67577
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.789202
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.170146
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.310487
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.461518
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.624418
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.800654
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991876
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200699
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446285
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7174
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020797
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374352
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773478
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227418
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751415
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381088
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130783
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06071
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34031
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.045
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5706
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44436
ë(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59465
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.675565
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.788983
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.91041
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.308259
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.4591
(380.98, 10.52, 321.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.621821
