¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (391.37, 13.71, 251.39) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 5.437017
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528136
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00112
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518224
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10044
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76077
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5816
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55233
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72666
™(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18881
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47307
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28406
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.650929
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.791069
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.94091
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.101934
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.272379
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499296
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035173
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26272
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50942
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777716
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069659
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380129
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720696
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095869
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511134
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977661
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491933
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06923
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72117
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52845
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48991
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66325
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09497
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29313
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88657
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645833
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.785635
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.935103
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.095423
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407306
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816784
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026659
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253529
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499467
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766896
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058562
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367997
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707406
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081214
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494887
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955029
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463529
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03517
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68253
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47701
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42944
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60213
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00418
­(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11912
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56815
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.640941
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.780418
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.929529
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434456
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615028
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809189
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018485
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244722
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489889
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756494
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047364
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356429
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694713
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067232
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478069
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93343
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434364
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00234
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64527
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42718
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37102
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52755
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91632
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95078
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32249
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.636252
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.775418
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260227
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428151
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608269
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801952
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010677
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236267
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480736
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746542
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036479
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345423
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682553
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051482
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459406
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912658
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406249
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970697
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60938
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37902
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31447
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45378
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83688
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79371
µ(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08567
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.631766
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094813
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.254591
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42213
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60183
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795032
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00321
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228187
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472003
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737024
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026122
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333928
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667879
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035305
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441486
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892744
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382534
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940272
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57487
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3324
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25985
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38238
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77076
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66986
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85731
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.939839
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089426
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.249224
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416411
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595675
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788404
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996097
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220477
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463655
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727944
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016256
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321099
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653798
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019818
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424333
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873669
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363014
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910974
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54171
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28738
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20712
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31332
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70719
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5685
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63702
¹(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.935065
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.084208
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243796
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410931
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589818
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782095
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989299
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213164
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455689
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719327
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006842
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310335
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640339
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00505
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407995
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855498
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344482
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883193
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50986
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24389
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15619
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24656
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62581
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47071
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42457
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.932139
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079224
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.23847
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405731
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584236
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77612
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982853
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206207
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448185
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711134
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997872
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302444
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627559
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990932
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392411
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83818
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326906
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863516
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47929
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20192
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10712
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18207
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54715
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37645
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21957
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.929394
Â(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.075549
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233381
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400785
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578958
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770451
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976762
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199615
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441032
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70336
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989409
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29513
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617248
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977544
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377572
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821718
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310345
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844921
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45006
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16145
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05978
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11977
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47129
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28556
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0326
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926913
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072873
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228809
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396165
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765085
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971004
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193393
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434297
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696064
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981444
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288379
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609872
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964798
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363528
(391.37, 13.71, 251.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806037
