¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(346.47, 6.63, 384.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16481
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67367
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42641
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84159
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45732
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672323
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020746
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404026
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806437
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250509
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743725
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29461
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96145
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52972
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1566
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85826
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01405
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51964
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91552
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53345
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683235
„(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032766
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412482
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815126
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260118
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754457
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30664
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91862
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47756
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1023
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80159
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44409
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65555
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99246
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60831
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69405
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044595
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420269
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823668
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269644
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768824
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32716
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88927
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44058
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06108
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75535
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8555
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79093
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0683
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68193
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704707
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056333
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432194
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840095
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291401
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793216
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35455
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87659
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40413
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02041
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70972
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27964
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92568
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14294
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7542
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71521
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067865
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449986
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859746
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313207
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817566
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38185
‡(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86434
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36811
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98029
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66475
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56282
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03981
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21642
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82516
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725545
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079229
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467718
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879295
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334916
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841819
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40165
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8525
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34654
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94067
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62034
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63245
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09715
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28634
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89467
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735727
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090418
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480938
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89879
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356569
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865975
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39119
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84108
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33401
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90162
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5766
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69958
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15342
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33968
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96272
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745764
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101489
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493117
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918235
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378113
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890028
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38115
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83014
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32195
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86307
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54424
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84151
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20857
ƒ(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39178
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02937
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755636
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112318
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505113
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937533
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399555
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913976
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37149
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81955
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31039
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8503
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7959
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00468
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26258
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44266
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0944
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765343
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122959
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516889
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952785
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420892
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937828
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36218
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80939
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29929
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83806
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98806
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16746
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31548
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49228
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1579
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774864
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133443
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528446
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965612
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442163
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944178
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35328
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7997
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28861
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86901
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1404
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32969
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36709
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54059
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21977
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784246
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143726
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53983
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978263
‚(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463247
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936382
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3448
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80491
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34238
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93854
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28943
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49122
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41748
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58759
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793398
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153841
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550991
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990602
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479865
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928907
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37022
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8624
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40594
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03574
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43479
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63312
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4666
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63326
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33849
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802387
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163758
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561909
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002785
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493457
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970843
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42318
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92072
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47049
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22672
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57606
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65978
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5144
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67751
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39529
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811226
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173442
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572615
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014677
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506764
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01978
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47687
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97992
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53605
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4227
„(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71289
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68508
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5609
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72038
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45029
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819837
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182919
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583159
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026348
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51889
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03446
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53135
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04002
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60263
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6239
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90677
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70903
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59616
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76181
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50348
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82828
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192244
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593393
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037748
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526316
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04278
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58661
(346.34, 6.63, 384.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10098
